Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 22 Nov 1931 (46),Arenas Club (1),2-1,?,Real Sociedad (1)
?,(Sun) 22 Nov 1931 (46),Deportivo Alavés (1),1-2,?,R. Racing C. (1)
?,(Sun) 22 Nov 1931 (46),RCD Español (1),3-0,?,Valencia CF (1)
?,(Sun) 22 Nov 1931 (46),Real Unión Club (1),1-3,?,FC Barcelona (1)
?,(Sun) 22 Nov 1931 (46),Real Madrid CF (1),1-1,?,Athletic Club Bilbao (1)
?,(Sun) 29 Nov 1931 (47),Athletic Club Bilbao (2),3-2,?,Deportivo Alavés (2)
?,(Sun) 29 Nov 1931 (47),FC Barcelona (2),2-2,?,Arenas Club (2)
?,(Sun) 29 Nov 1931 (47),R. Racing C. (2),2-1,?,RCD Español (2)
?,(Sun) 29 Nov 1931 (47),Real Sociedad (2),1-2,?,Real Madrid CF (2)
?,(Sun) 29 Nov 1931 (47),Valencia CF (2),5-1,?,Real Unión Club (2)
?,(Sun) 20 Dec 1931 (50),Arenas Club (3),3-1,?,R. Racing C. (3)
?,(Sun) 20 Dec 1931 (50),Deportivo Alavés (3),1-2,?,Real Sociedad (3)
?,(Sun) 20 Dec 1931 (50),RCD Español (3),0-3,?,FC Barcelona (3)
?,(Sun) 20 Dec 1931 (50),Real Unión Club (3),1-5,?,Athletic Club Bilbao (3)
?,(Sun) 20 Dec 1931 (50),Valencia CF (3),1-1,?,Real Madrid CF (3)
?,(Sun) 27 Dec 1931 (51),Athletic Club Bilbao (4),3-0,?,FC Barcelona (4)
?,(Sun) 27 Dec 1931 (51),RCD Español (4),4-2,?,Arenas Club (4)
?,(Sun) 27 Dec 1931 (51),R. Racing C. (4),2-2,?,Real Unión Club (4)
?,(Sun) 27 Dec 1931 (51),Real Sociedad (4),7-1,?,Valencia CF (4)
?,(Sun) 27 Dec 1931 (51),Real Madrid CF (4),5-0,?,Deportivo Alavés (4)
?,(Sun) 3 Jan 1932 (0),Arenas Club (5),2-2,?,Real Madrid CF (5)
?,(Sun) 3 Jan 1932 (0),FC Barcelona (5),4-2,?,R. Racing C. (5)
?,(Sun) 3 Jan 1932 (0),Real Sociedad (5),5-0,?,Real Unión Club (5)
?,(Sun) 3 Jan 1932 (0),Valencia CF (5),0-0,?,Athletic Club Bilbao (5)
?,(Sun) 3 Jan 1932 (0),Deportivo Alavés (5),4-1,?,RCD Español (5)
?,(Sun) 10 Jan 1932 (1),Athletic Club Bilbao (6),5-1,?,Real Sociedad (6)
