Date,Team 1,Team 2,FT,HT
2012-08-18,Celta,Malaga,0-1,0-0
2012-08-18,Mallorca,Espanol,2-1,1-1
2012-08-18,Sevilla,Getafe,2-1,2-0
2012-08-19,Ath Bilbao,Betis,3-5,0-3
2012-08-19,Barcelona,Sociedad,5-1,4-1
2012-08-19,Levante,Ath Madrid,1-1,1-1
2012-08-19,Real Madrid,Valencia,1-1,1-1
2012-08-20,La Coruna,Osasuna,2-0,0-0
2012-08-20,Vallecano,Granada,1-0,0-0
2012-08-20,Zaragoza,Valladolid,0-1,0-1
2012-08-25,Betis,Vallecano,1-2,1-1
2012-08-25,Espanol,Zaragoza,1-2,1-0
2012-08-25,Malaga,Mallorca,1-1,0-0
2012-08-25,Sociedad,Celta,2-1,0-0
2012-08-26,Getafe,Real Madrid,2-1,0-1
2012-08-26,Granada,Sevilla,1-1,1-1
2012-08-26,Osasuna,Barcelona,1-2,1-0
2012-08-26,Valencia,La Coruna,3-3,3-1
2012-08-27,Ath Madrid,Ath Bilbao,4-0,2-0
2012-08-27,Valladolid,Levante,2-0,1-0
2012-09-01,Celta,Osasuna,2-0,0-0
2012-09-01,La Coruna,Getafe,1-1,1-1
2012-09-01,Mallorca,Sociedad,1-0,0-0
2012-09-01,Zaragoza,Malaga,0-1,0-0
2012-09-02,Ath Bilbao,Valladolid,2-0,0-0
2012-09-02,Barcelona,Valencia,1-0,1-0
2012-09-02,Levante,Espanol,3-2,0-2
2012-09-02,Real Madrid,Granada,3-0,1-0
2012-09-02,Vallecano,Sevilla,0-0,0-0
2012-09-15,Getafe,Barcelona,1-4,0-1
2012-09-15,Malaga,Levante,3-1,1-0
2012-09-15,Sevilla,Real Madrid,1-0,1-0
2012-09-15,Valencia,Celta,2-1,1-1
2012-09-16,Ath Madrid,Vallecano,4-3,1-0
2012-09-16,Espanol,Ath Bilbao,3-3,2-0
2012-09-16,Granada,La Coruna,1-1,0-1
2012-09-16,Osasuna,Mallorca,1-1,0-0
2012-09-16,Sociedad,Zaragoza,2-0,0-0
2012-09-17,Valladolid,Betis,0-1,0-0
2012-09-22,Barcelona,Granada,2-0,0-0
2012-09-22,Betis,Espanol,1-0,1-0
2012-09-22,Celta,Getafe,2-1,0-0
2012-09-22,Zaragoza,Osasuna,3-1,2-1
2012-09-23,Ath Bilbao,Malaga,0-0,0-0
2012-09-23,Ath Madrid,Valladolid,2-1,2-0
2012-09-23,Levante,Sociedad,2-1,0-1
2012-09-23,Mallorca,Valencia,2-0,1-0
2012-09-24,La Coruna,Sevilla,0-2,0-0
2012-09-24,Vallecano,Real Madrid,0-2,0-1
2012-09-26,Betis,Ath Madrid,2-4,2-1
2012-09-29,Malaga,Betis,4-0,2-0
2012-09-29,Sevilla,Barcelona,2-3,1-0
2012-09-29,Sociedad,Ath Bilbao,2-0,0-0
2012-09-29,Valencia,Zaragoza,2-0,1-0
2012-09-30,Espanol,Ath Madrid,0-1,0-1
2012-09-30,Granada,Celta,2-1,2-1
2012-09-30,Osasuna,Levante,4-0,0-0
2012-09-30,Real Madrid,La Coruna,5-1,3-1
2012-09-30,Valladolid,Vallecano,6-1,4-1
2012-10-01,Getafe,Mallorca,1-0,0-0
2012-10-05,Celta,Sevilla,2-0,0-0
2012-10-06,Betis,Sociedad,2-0,1-0
2012-10-06,Valladolid,Espanol,1-1,0-0
2012-10-06,Vallecano,La Coruna,2-1,2-1
2012-10-06,Zaragoza,Getafe,0-1,0-0
2012-10-07,Ath Bilbao,Osasuna,1-0,1-0
2012-10-07,Ath Madrid,Malaga,2-1,1-1
2012-10-07,Barcelona,Real Madrid,2-2,1-1
2012-10-07,Levante,Valencia,1-0,1-0
2012-10-07,Mallorca,Granada,1-2,0-0
2012-10-20,La Coruna,Barcelona,4-5,2-4
2012-10-20,Malaga,Valladolid,2-1,1-1
2012-10-20,Real Madrid,Celta,2-0,1-0
2012-10-20,Valencia,Ath Bilbao,3-2,1-2
2012-10-21,Espanol,Vallecano,3-2,1-1
2012-10-21,Getafe,Levante,0-1,0-0
2012-10-21,Granada,Zaragoza,1-2,0-2
2012-10-21,Osasuna,Betis,0-0,0-0
2012-10-21,Sociedad,Ath Madrid,0-1,0-0
2012-10-22,Sevilla,Mallorca,3-2,1-2
2012-10-27,Betis,Valencia,1-0,1-0
2012-10-27,Celta,La Coruna,1-1,1-1
2012-10-27,Espanol,Malaga,0-0,0-0
2012-10-27,Vallecano,Barcelona,0-5,0-1
2012-10-28,Ath Bilbao,Getafe,1-2,0-1
2012-10-28,Ath Madrid,Osasuna,3-1,2-1
2012-10-28,Levante,Granada,3-1,1-0
2012-10-28,Mallorca,Real Madrid,0-5,0-2
2012-10-28,Zaragoza,Sevilla,2-1,2-0
2012-10-29,Valladolid,Sociedad,2-2,1-1
2012-11-03,Barcelona,Celta,3-1,2-1
2012-11-03,Malaga,Vallecano,1-2,0-1
2012-11-03,Real Madrid,Zaragoza,4-0,2-0
2012-11-03,Valencia,Ath Madrid,2-0,1-0
2012-11-04,Granada,Ath Bilbao,1-2,0-2
2012-11-04,La Coruna,Mallorca,1-0,1-0
2012-11-04,Osasuna,Valladolid,0-1,0-0
2012-11-04,Sevilla,Levante,0-0,0-0
2012-11-04,Sociedad,Espanol,0-1,0-0
2012-11-05,Getafe,Betis,2-4,0-0
2012-11-09,Betis,Granada,1-2,0-1
2012-11-10,Espanol,Osasuna,0-3,0-1
2012-11-10,Malaga,Sociedad,1-2,1-1
2012-11-10,Vallecano,Celta,3-2,0-2
2012-11-10,Zaragoza,La Coruna,5-3,1-2
2012-11-11,Ath Bilbao,Sevilla,2-1,2-0
2012-11-11,Ath Madrid,Getafe,2-0,2-0
2012-11-11,Levante,Real Madrid,1-2,0-1
2012-11-11,Mallorca,Barcelona,2-4,0-3
2012-11-11,Valladolid,Valencia,1-1,0-1
2012-11-17,Barcelona,Zaragoza,3-1,2-1
2012-11-17,Osasuna,Malaga,0-0,0-0
2012-11-17,Real Madrid,Ath Bilbao,5-1,3-1
2012-11-17,Valencia,Espanol,2-1,1-1
2012-11-18,Celta,Mallorca,1-1,0-1
2012-11-18,Getafe,Valladolid,2-1,0-1
2012-11-18,Granada,Ath Madrid,0-1,0-0
2012-11-18,La Coruna,Levante,0-2,0-1
2012-11-18,Sevilla,Betis,5-1,4-0
2012-11-19,Sociedad,Vallecano,4-0,2-0
2012-11-23,Sociedad,Osasuna,0-0,0-0
2012-11-24,Betis,Real Madrid,1-0,1-0
