Date,Team 1,Team 2,FT,HT
2007-08-25,Real Madrid,Ath Madrid,2-1,1-1
2007-08-25,Sevilla,Getafe,4-1,0-1
2007-08-26,Ath Bilbao,Osasuna,0-0,0-0
2007-08-26,Espanol,Valladolid,0-1,0-0
2007-08-26,La Coruna,Almeria,0-3,0-2
2007-08-26,Mallorca,Levante,3-0,1-0
2007-08-26,Murcia,Zaragoza,2-1,1-1
2007-08-26,Recreativo,Betis,1-1,1-1
2007-08-26,Santander,Barcelona,0-0,0-0
2007-08-26,Valencia,Villarreal,0-3,0-1
2007-09-01,Levante,Murcia,0-0,0-0
2007-09-01,Zaragoza,Santander,1-1,0-0
2007-09-02,Almeria,Valencia,1-2,0-0
2007-09-02,Ath Madrid,Mallorca,1-1,0-1
2007-09-02,Barcelona,Ath Bilbao,3-1,2-0
2007-09-02,Betis,Espanol,2-2,0-2
2007-09-02,Getafe,Recreativo,1-1,0-0
2007-09-02,Valladolid,La Coruna,2-2,1-0
2007-09-02,Villarreal,Real Madrid,0-5,0-1
2007-09-15,Ath Bilbao,Zaragoza,1-1,1-1
2007-09-15,Real Madrid,Almeria,3-1,1-0
2007-09-15,Valencia,Valladolid,2-1,1-1
2007-09-16,Espanol,Getafe,1-0,0-0
2007-09-16,La Coruna,Betis,1-0,1-0
2007-09-16,Mallorca,Villarreal,0-1,0-0
2007-09-16,Murcia,Ath Madrid,1-1,0-1
2007-09-16,Osasuna,Barcelona,0-0,0-0
2007-09-16,Santander,Levante,1-0,1-0
2007-09-16,Sevilla,Recreativo,4-1,2-0
2007-09-22,Barcelona,Sevilla,2-1,0-0
2007-09-22,Recreativo,Espanol,2-1,0-1
2007-09-23,Almeria,Mallorca,1-1,1-0
2007-09-23,Ath Madrid,Santander,4-0,1-0
2007-09-23,Betis,Valencia,1-2,0-0
2007-09-23,Getafe,La Coruna,0-0,0-0
2007-09-23,Levante,Ath Bilbao,1-2,0-1
2007-09-23,Valladolid,Real Madrid,1-1,0-0
2007-09-23,Villarreal,Murcia,2-0,0-0
2007-09-23,Zaragoza,Osasuna,2-1,1-1
2007-09-25,Sevilla,Espanol,2-3,0-1
2007-09-26,Ath Bilbao,Ath Madrid,0-2,0-1
2007-09-26,Barcelona,Zaragoza,4-1,4-1
2007-09-26,La Coruna,Recreativo,0-2,0-1
2007-09-26,Mallorca,Valladolid,4-2,0-2
2007-09-26,Murcia,Almeria,0-1,0-1
2007-09-26,Osasuna,Levante,4-1,1-1
2007-09-26,Santander,Villarreal,0-2,0-1
2007-09-26,Valencia,Getafe,2-1,2-0
2007-09-27,Real Madrid,Betis,2-0,0-0
2007-09-29,Levante,Barcelona,1-4,0-2
2007-09-29,Zaragoza,Sevilla,2-0,0-0
2007-09-30,Almeria,Santander,0-1,0-1
2007-09-30,Ath Madrid,Osasuna,2-0,1-0
2007-09-30,Betis,Mallorca,3-0,0-0
2007-09-30,Espanol,La Coruna,1-0,1-0
2007-09-30,Getafe,Real Madrid,0-1,0-0
2007-09-30,Recreativo,Valencia,0-1,0-1
2007-09-30,Valladolid,Murcia,1-4,0-1
2007-09-30,Villarreal,Ath Bilbao,1-0,0-0
2007-10-06,Valencia,Espanol,1-2,1-1
2007-10-07,Ath Bilbao,Almeria,1-1,1-0
2007-10-07,Barcelona,Ath Madrid,3-0,2-0
2007-10-07,Mallorca,Getafe,4-2,0-1
2007-10-07,Murcia,Betis,0-0,0-0
2007-10-07,Osasuna,Villarreal,3-2,2-2
