Date,Team 1,Team 2,FT,HT
2007-08-25,Ferrol,Eibar,1-1,0-1
2007-08-25,Hercules,Xerez,2-2,2-0
2007-08-25,Numancia,Las Palmas,3-0,1-0
2007-08-26,Albacete,Elche,0-1,0-1
2007-08-26,Cadiz,Granada 74,2-0,0-0
2007-08-26,Celta,Cordoba,1-1,0-0
2007-08-26,Gimnastic,Alaves,2-0,1-0
2007-08-26,Malaga,Salamanca,3-0,1-0
2007-08-26,Sevilla B,Tenerife,1-1,1-0
2007-08-26,Sociedad,Castellon,0-2,0-1
2007-08-26,Sp Gijon,Poli Ejido,4-0,1-0
2007-09-02,Alaves,Malaga,0-1,0-0
2007-09-02,Castellon,Celta,2-1,0-0
2007-09-02,Granada 74,Hercules,2-3,1-1
2007-09-02,Cordoba,Gimnastic,2-2,1-1
2007-09-02,Eibar,Sociedad,0-1,0-0
2007-09-02,Elche,Numancia,1-1,0-0
2007-09-02,Las Palmas,Sp Gijon,2-2,0-1
2007-09-02,Poli Ejido,Ferrol,1-3,0-2
2007-09-02,Salamanca,Sevilla B,0-1,0-1
2007-09-02,Tenerife,Cadiz,2-0,1-0
2007-09-02,Xerez,Albacete,1-1,1-1
2007-09-08,Celta,Eibar,0-1,0-0
2007-09-08,Gimnastic,Castellon,1-0,0-0
2007-09-08,Granada 74,Tenerife,4-1,1-1
2007-09-08,Malaga,Cordoba,4-1,2-1
2007-09-09,Cadiz,Salamanca,1-0,1-0
2007-09-09,Ferrol,Las Palmas,3-1,1-0
2007-09-09,Hercules,Albacete,2-0,1-0
2007-09-09,Numancia,Xerez,2-1,2-1
2007-09-09,Sevilla B,Alaves,1-0,1-0
2007-09-09,Sociedad,Poli Ejido,0-1,0-0
2007-09-09,Sp Gijon,Elche,1-1,1-0
2007-09-15,Alaves,Cadiz,1-1,0-0
2007-09-15,Albacete,Numancia,1-4,1-2
2007-09-15,Elche,Ferrol,0-1,0-1
2007-09-15,Las Palmas,Sociedad,2-3,1-0
2007-09-15,Xerez,Sp Gijon,0-2,0-0
2007-09-16,Castellon,Malaga,2-3,0-1
2007-09-16,Cordoba,Sevilla B,2-1,1-0
2007-09-16,Eibar,Gimnastic,2-0,1-0
2007-09-16,Poli Ejido,Celta,0-1,0-0
2007-09-16,Salamanca,Granada 74,3-1,2-1
2007-09-16,Tenerife,Hercules,0-1,0-0
2007-09-22,Cadiz,Cordoba,0-1,0-1
2007-09-22,Gimnastic,Poli Ejido,4-1,3-0
2007-09-22,Sociedad,Elche,2-1,0-0
2007-09-23,Celta,Las Palmas,2-0,0-0
2007-09-23,Ferrol,Xerez,1-2,0-2
2007-09-23,Granada 74,Alaves,2-2,0-1
2007-09-23,Hercules,Numancia,1-3,0-1
2007-09-23,Malaga,Eibar,1-0,0-0
2007-09-23,Sevilla B,Castellon,2-2,1-2
2007-09-23,Sp Gijon,Albacete,1-0,0-0
2007-09-23,Tenerife,Salamanca,2-1,1-1
2007-09-29,Alaves,Tenerife,0-0,0-0
2007-09-29,Castellon,Cadiz,2-0,1-0
2007-09-29,Las Palmas,Gimnastic,1-0,1-0
2007-09-29,Numancia,Sp Gijon,0-2,0-0
2007-09-29,Poli Ejido,Malaga,2-3,0-1
2007-09-30,Albacete,Ferrol,1-2,0-2
2007-09-30,Cordoba,Granada 74,0-0,0-0
2007-09-30,Eibar,Sevilla B,0-1,0-0
2007-09-30,Elche,Celta,2-0,1-0
2007-09-30,Salamanca,Hercules,1-1,1-1
2007-09-30,Xerez,Sociedad,1-1,1-1
2007-10-06,Celta,Xerez,3-1,1-1
2007-10-06,Hercules,Sp Gijon,2-3,1-2
2007-10-06,Malaga,Las Palmas,2-0,0-0
2007-10-06,Sociedad,Albacete,1-0,0-0
2007-10-07,Cadiz,Eibar,1-2,1-0
2007-10-07,Ferrol,Numancia,1-3,0-2
2007-10-07,Gimnastic,Elche,1-2,1-2
2007-10-07,Granada 74,Castellon,1-1,0-0
2007-10-07,Salamanca,Alaves,2-3,2-1
2007-10-07,Sevilla B,Poli Ejido,2-2,0-1
2007-10-07,Tenerife,Cordoba,0-0,0-0
2007-10-13,Alaves,Hercules,2-1,0-0
2007-10-13,Albacete,Celta,1-1,0-1
2007-10-13,Las Palmas,Sevilla B,0-1,0-0
2007-10-13,Numancia,Sociedad,2-1,1-0
2007-10-13,Poli Ejido,Cadiz,1-0,1-0
2007-10-14,Castellon,Tenerife,1-1,0-1
2007-10-14,Cordoba,Salamanca,1-1,0-0
2007-10-14,Eibar,Granada 74,2-0,0-0
2007-10-14,Elche,Malaga,2-0,1-0
2007-10-14,Sp Gijon,Ferrol,0-0,0-0
2007-10-14,Xerez,Gimnastic,2-2,1-1
2007-10-20,Cadiz,Las Palmas,0-0,0-0
2007-10-20,Granada 74,Poli Ejido,1-0,1-0
2007-10-20,Sevilla B,Elche,2-1,0-0
2007-10-20,Sociedad,Sp Gijon,0-1,0-0
2007-10-21,Alaves,Cordoba,0-2,0-1
2007-10-21,Celta,Numancia,2-2,1-1
2007-10-21,Gimnastic,Albacete,0-2,0-1
2007-10-21,Hercules,Ferrol,1-0,1-0
2007-10-21,Malaga,Xerez,1-0,1-0
2007-10-21,Salamanca,Castellon,1-0,1-0
2007-10-21,Tenerife,Eibar,4-2,1-0
2007-10-27,Elche,Cadiz,1-0,0-0
2007-10-27,Ferrol,Sociedad,0-0,0-0
2007-10-27,Las Palmas,Granada 74,0-1,0-1
2007-10-27,Poli Ejido,Tenerife,1-1,1-0
2007-10-28,Albacete,Malaga,2-1,0-0
2007-10-28,Castellon,Alaves,2-0,2-0
2007-10-28,Cordoba,Hercules,3-3,1-1
2007-10-28,Eibar,Salamanca,2-2,1-1
2007-10-28,Numancia,Gimnastic,1-0,0-0
2007-10-28,Sp Gijon,Celta,0-1,0-0
2007-10-28,Xerez,Sevilla B,0-0,0-0
2007-11-03,Alaves,Eibar,1-0,1-0
2007-11-03,Cadiz,Xerez,2-1,2-1
2007-11-03,Gimnastic,Sp Gijon,2-0,1-0
2007-11-03,Granada 74,Elche,0-0,0-0
2007-11-03,Sevilla B,Albacete,0-0,0-0
2007-11-03,Tenerife,Las Palmas,2-2,1-1
2007-11-04,Celta,Ferrol,1-1,0-0
2007-11-04,Cordoba,Castellon,2-1,0-0
2007-11-04,Hercules,Sociedad,1-1,1-0
2007-11-04,Malaga,Numancia,0-1,0-0
2007-11-04,Salamanca,Poli Ejido,4-1,2-1
2007-11-10,Castellon,Hercules,0-0,0-0
2007-11-10,Eibar,Cordoba,2-1,1-0
2007-11-10,Ferrol,Gimnastic,0-2,0-0
2007-11-10,Las Palmas,Salamanca,1-2,0-0
2007-11-11,Albacete,Cadiz,0-1,0-0
2007-11-11,Elche,Tenerife,3-1,1-0
2007-11-11,Numancia,Sevilla B,0-1,0-0
2007-11-11,Poli Ejido,Alaves,1-0,0-0
2007-11-11,Sociedad,Celta,1-1,1-1
2007-11-11,Sp Gijon,Malaga,0-1,0-1
2007-11-11,Xerez,Granada 74,2-1,2-1
2007-11-17,Gimnastic,Sociedad,1-1,0-1
2007-11-17,Granada 74,Albacete,1-0,0-0
2007-11-17,Malaga,Ferrol,4-2,0-2
2007-11-17,Sevilla B,Sp Gijon,1-3,0-2
2007-11-18,Alaves,Las Palmas,3-1,1-0
2007-11-18,Cadiz,Numancia,0-0,0-0
2007-11-18,Castellon,Eibar,0-0,0-0
2007-11-18,Cordoba,Poli Ejido,1-1,0-0
2007-11-18,Hercules,Celta,0-1,0-0
2007-11-18,Salamanca,Elche,3-1,0-1
2007-11-18,Tenerife,Xerez,3-1,2-0
2007-11-24,Elche,Alaves,2-2,1-1
2007-11-24,Las Palmas,Cordoba,3-1,1-0
2007-11-25,Albacete,Tenerife,0-0,0-0
2007-11-25,Celta,Gimnastic,1-1,0-1
2007-11-25,Eibar,Hercules,0-3,0-1
2007-11-25,Ferrol,Sevilla B,1-1,1-1
2007-11-25,Numancia,Granada 74,0-2,0-1
2007-11-25,Poli Ejido,Castellon,1-0,1-0
2007-11-25,Sociedad,Malaga,2-0,1-0
2007-11-25,Sp Gijon,Cadiz,4-2,1-1
2007-11-25,Xerez,Salamanca,1-1,1-0
2007-12-01,Granada 74,Sp Gijon,1-0,1-0
2007-12-01,Hercules,Gimnastic,3-0,1-0
2007-12-01,Sevilla B,Sociedad,0-0,0-0
2007-12-01,Tenerife,Numancia,0-2,0-1
2007-12-02,Alaves,Xerez,0-0,0-0
2007-12-02,Cadiz,Ferrol,3-1,1-0
2007-12-02,Castellon,Las Palmas,1-1,1-1
2007-12-02,Cordoba,Elche,1-1,0-1
2007-12-02,Eibar,Poli Ejido,1-0,0-0
2007-12-02,Malaga,Celta,1-1,0-0
2007-12-02,Salamanca,Albacete,0-1,0-1
2007-12-08,Albacete,Alaves,0-3,0-0
2007-12-08,Elche,Castellon,1-0,1-0
2007-12-08,Ferrol,Granada 74,1-3,1-0
2007-12-08,Gimnastic,Malaga,1-1,0-0
2007-12-08,Las Palmas,Eibar,1-0,0-0
2007-12-09,Celta,Sevilla B,2-1,0-1
2007-12-09,Numancia,Salamanca,1-0,1-0
2007-12-09,Poli Ejido,Hercules,0-0,0-0
2007-12-09,Sociedad,Cadiz,0-0,0-0
2007-12-09,Sp Gijon,Tenerife,0-1,0-0
2007-12-09,Xerez,Cordoba,0-0,0-0
2007-12-15,Cordoba,Albacete,1-1,0-0
2007-12-15,Eibar,Elche,2-1,1-1
2007-12-15,Poli Ejido,Las Palmas,3-1,1-1
2007-12-15,Salamanca,Sp Gijon,1-1,1-1
2007-12-16,Alaves,Numancia,1-1,1-1
2007-12-16,Cadiz,Celta,3-1,0-0
2007-12-16,Castellon,Xerez,1-0,0-0
2007-12-16,Granada 74,Sociedad,1-2,1-1
2007-12-16,Hercules,Malaga,1-1,0-0
2007-12-16,Sevilla B,Gimnastic,2-0,1-0
2007-12-16,Tenerife,Ferrol,2-1,1-0
2007-12-22,Elche,Poli Ejido,2-1,1-1
2007-12-22,Ferrol,Salamanca,0-2,0-1
2007-12-22,Gimnastic,Cadiz,0-1,0-0
2007-12-22,Las Palmas,Hercules,0-0,0-0
2007-12-22,Malaga,Sevilla B,3-0,0-0
2007-12-22,Sociedad,Tenerife,2-1,0-1
2007-12-22,Sp Gijon,Alaves,3-2,2-0
2007-12-22,Xerez,Eibar,3-3,0-2
2007-12-23,Albacete,Castellon,2-0,1-0
2007-12-23,Celta,Granada 74,4-1,1-0
2007-12-23,Numancia,Cordoba,2-1,1-0
2008-01-05,Cadiz,Malaga,0-1,0-1
2008-01-05,Castellon,Numancia,0-0,0-0
2008-01-05,Eibar,Albacete,1-0,1-0
2008-01-06,Alaves,Ferrol,1-0,0-0
2008-01-06,Cordoba,Sp Gijon,2-2,2-0
2008-01-06,Granada 74,Gimnastic,1-0,0-0
2008-01-06,Hercules,Sevilla B,1-2,0-0
2008-01-06,Las Palmas,Elche,1-0,0-0
2008-01-06,Poli Ejido,Xerez,0-0,0-0
2008-01-06,Salamanca,Sociedad,3-2,1-0
2008-01-06,Tenerife,Celta,3-2,3-1
2008-01-12,Celta,Salamanca,0-0,0-0
2008-01-12,Malaga,Granada 74,1-1,1-1
2008-01-12,Sociedad,Alaves,1-0,0-0
2008-01-12,Xerez,Las Palmas,0-3,0-1
2008-01-13,Albacete,Poli Ejido,2-0,1-0
2008-01-13,Ferrol,Cordoba,0-1,0-1
2008-01-13,Gimnastic,Tenerife,1-1,1-1
2008-01-13,Hercules,Elche,0-1,0-1
2008-01-13,Numancia,Eibar,1-1,1-1
2008-01-13,Sevilla B,Cadiz,1-2,0-0
