Date,Team 1,Team 2,FT,HT
2006-08-26,Almeria,Tenerife,0-1,0-0
2006-08-26,Las Palmas,Xerez,0-1,0-1
2006-08-27,Alaves,Elche,1-1,1-1
2006-08-27,Albacete,Ponferradina,2-0,0-0
2006-08-27,Cadiz,Vecindario,3-0,1-0
2006-08-27,Castellon,Real Madrid B,1-1,1-0
2006-08-27,Ciudad de Murcia,Poli Ejido,3-0,1-0
2006-08-27,Hercules,Malaga,0-1,0-0
2006-08-27,Numancia,Lorca,0-0,0-0
2006-08-27,Salamanca,Murcia,3-2,1-0
2006-08-27,Sp Gijon,Valladolid,1-3,1-1
2006-09-02,Elche,Albacete,1-2,1-1
2006-09-02,Lorca,Sp Gijon,0-2,0-0
2006-09-02,Murcia,Almeria,3-2,1-1
2006-09-02,Real Madrid B,Hercules,0-3,0-0
2006-09-02,Vecindario,Castellon,4-2,1-1
2006-09-02,Xerez,Ciudad de Murcia,2-0,0-0
2006-09-03,Malaga,Alaves,1-0,0-0
2006-09-03,Poli Ejido,Salamanca,1-0,0-0
2006-09-03,Ponferradina,Numancia,2-0,1-0
2006-09-03,Tenerife,Cadiz,0-1,0-0
2006-09-03,Valladolid,Las Palmas,2-0,1-0
2006-09-09,Alaves,Real Madrid B,3-1,1-1
2006-09-09,Albacete,Malaga,2-1,0-0
2006-09-09,Castellon,Tenerife,2-1,1-1
2006-09-09,Ciudad de Murcia,Valladolid,1-0,0-0
2006-09-09,Las Palmas,Lorca,2-1,1-1
2006-09-09,Poli Ejido,Xerez,0-2,0-2
2006-09-10,Cadiz,Murcia,1-1,1-1
2006-09-10,Hercules,Vecindario,1-0,1-0
2006-09-10,Numancia,Elche,3-2,1-2
2006-09-10,Salamanca,Almeria,2-0,0-0
2006-09-10,Sp Gijon,Ponferradina,1-0,1-0
2006-09-16,Elche,Sp Gijon,1-0,0-0
2006-09-16,Lorca,Ciudad de Murcia,1-0,0-0
2006-09-16,Malaga,Numancia,1-2,1-2
2006-09-16,Ponferradina,Las Palmas,3-0,2-0
2006-09-16,Real Madrid B,Albacete,2-1,0-1
2006-09-16,Vecindario,Alaves,0-1,0-0
