Date,Team 1,Team 2,FT,HT
2006-08-26,Valencia,Betis,2-1,1-0
2006-08-27,Ath Bilbao,Sociedad,1-1,1-0
2006-08-27,Espanol,Gimnastic,0-1,0-0
2006-08-27,La Coruna,Zaragoza,3-2,2-1
2006-08-27,Osasuna,Getafe,0-2,0-0
2006-08-27,Real Madrid,Villarreal,0-0,0-0
2006-08-27,Recreativo,Mallorca,1-1,0-0
2006-08-27,Santander,Ath Madrid,0-1,0-1
2006-08-28,Celta,Barcelona,2-3,1-0
2006-08-29,Sevilla,Levante,4-0,2-0
2006-09-09,Ath Madrid,Valencia,0-1,0-1
2006-09-09,Barcelona,Osasuna,3-0,3-0
2006-09-10,Betis,Ath Bilbao,3-0,2-0
2006-09-10,Getafe,Santander,1-0,0-0
2006-09-10,Gimnastic,Celta,1-2,0-0
2006-09-10,Levante,Real Madrid,1-4,1-2
2006-09-10,Mallorca,La Coruna,0-0,0-0
2006-09-10,Sociedad,Sevilla,1-3,0-1
2006-09-10,Villarreal,Recreativo,0-1,0-0
2006-09-10,Zaragoza,Espanol,3-0,1-0
2006-09-16,La Coruna,Villarreal,2-0,1-0
2006-09-17,Ath Bilbao,Ath Madrid,1-4,0-2
2006-09-17,Espanol,Celta,2-1,0-0
2006-09-17,Osasuna,Gimnastic,2-0,1-0
2006-09-17,Real Madrid,Sociedad,2-0,0-0
2006-09-17,Recreativo,Levante,0-1,0-0
2006-09-17,Santander,Barcelona,0-3,0-1
2006-09-17,Sevilla,Betis,3-2,1-1
2006-09-17,Valencia,Getafe,2-0,1-0
2006-09-17,Zaragoza,Mallorca,2-0,0-0
2006-09-23,Betis,Real Madrid,0-1,0-1
2006-09-24,Ath Madrid,Sevilla,2-1,0-1
2006-09-24,Barcelona,Valencia,1-1,0-1
2006-09-24,Celta,Osasuna,0-2,0-1
2006-09-24,Getafe,Ath Bilbao,0-0,0-0
2006-09-24,Gimnastic,Santander,2-2,1-0
2006-09-24,Levante,La Coruna,2-0,1-0
2006-09-24,Mallorca,Espanol,1-0,0-0
2006-09-24,Sociedad,Recreativo,2-3,0-1
2006-09-24,Villarreal,Zaragoza,3-2,0-1
2006-09-30,Ath Bilbao,Barcelona,1-3,1-1
2006-10-01,Espanol,Osasuna,0-0,0-0
2006-10-01,La Coruna,Sociedad,2-0,0-0
2006-10-01,Mallorca,Villarreal,1-2,0-2
2006-10-01,Real Madrid,Ath Madrid,1-1,1-1
2006-10-01,Recreativo,Betis,2-0,0-0
2006-10-01,Santander,Celta,1-1,1-0
2006-10-01,Sevilla,Getafe,1-0,1-0
2006-10-01,Valencia,Gimnastic,4-0,1-0
2006-10-01,Zaragoza,Levante,2-2,0-2
2006-10-14,Ath Madrid,Recreativo,2-1,0-0
2006-10-14,Getafe,Real Madrid,1-0,0-0
2006-10-15,Barcelona,Sevilla,3-1,2-1
2006-10-15,Betis,La Coruna,1-1,0-0
2006-10-15,Celta,Valencia,3-2,1-1
2006-10-15,Gimnastic,Ath Bilbao,2-3,0-2
2006-10-15,Levante,Mallorca,0-1,0-1
2006-10-15,Osasuna,Santander,0-1,0-0
2006-10-15,Sociedad,Zaragoza,1-3,1-1
2006-10-15,Villarreal,Espanol,0-0,0-0
2006-10-21,La Coruna,Ath Madrid,1-0,0-0
2006-10-21,Villarreal,Levante,1-1,0-0
2006-10-21,Zaragoza,Betis,2-1,2-0
2006-10-22,Ath Bilbao,Celta,0-1,0-1
2006-10-22,Espanol,Santander,2-2,1-1
2006-10-22,Mallorca,Sociedad,0-0,0-0
2006-10-22,Real Madrid,Barcelona,2-0,1-0
2006-10-22,Recreativo,Getafe,1-2,0-1
2006-10-22,Sevilla,Gimnastic,2-1,2-0
2006-10-22,Valencia,Osasuna,1-0,1-0
2006-10-28,Barcelona,Recreativo,3-0,1-0
2006-10-28,Gimnastic,Real Madrid,1-3,1-1
2006-10-28,Santander,Valencia,1-0,0-0
2006-10-29,Ath Madrid,Zaragoza,0-1,0-0
2006-10-29,Betis,Mallorca,0-1,0-0
2006-10-29,Celta,Sevilla,1-2,1-1
2006-10-29,Getafe,La Coruna,2-0,1-0
