Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 15 Sep 1957 (36),Athletic Club Bilbao (1),6-0,?,RC Celta Vigo (1)
?,(Sun) 15 Sep 1957 (36),Real Sporting (1),2-4,?,Atlético Madrid (1)
?,(Sun) 15 Sep 1957 (36),R. Jaén (1),2-0,?,Granada CF (1)
?,(Sun) 15 Sep 1957 (36),UD Las Palmas (1),5-3,?,Valencia CF (1)
?,(Sun) 15 Sep 1957 (36),Real Sociedad (1),1-1,?,Real Zaragoza (1)
?,(Sun) 15 Sep 1957 (36),Real Madrid CF (1),3-0,?,CA Osasuna (1)
?,(Sun) 15 Sep 1957 (36),Real Valladolid CF (1),2-2,?,RCD Español (1)
?,(Sun) 15 Sep 1957 (36),FC Barcelona (1),3-1,?,Sevilla FC (1)
?,(Sun) 22 Sep 1957 (37),Atlético Madrid (2),3-2,?,Athletic Club Bilbao (2)
?,(Sun) 22 Sep 1957 (37),RC Celta Vigo (2),3-1,?,Real Valladolid CF (2)
?,(Sun) 22 Sep 1957 (37),RCD Español (2),3-0,?,UD Las Palmas (2)
?,(Sun) 22 Sep 1957 (37),Granada CF (2),0-2,?,Real Madrid CF (2)
?,(Sun) 22 Sep 1957 (37),CA Osasuna (2),3-0,?,Real Sociedad (2)
?,(Sun) 22 Sep 1957 (37),Sevilla FC (2),0-0,?,R. Jaén (2)
?,(Sun) 22 Sep 1957 (37),Valencia CF (2),1-1,?,FC Barcelona (2)
?,(Sun) 22 Sep 1957 (37),Real Zaragoza (2),0-0,?,Real Sporting (2)
?,(Sun) 29 Sep 1957 (38),Athletic Club Bilbao (3),4-1,?,Real Zaragoza (3)
?,(Sun) 29 Sep 1957 (38),RCD Español (3),1-1,?,RC Celta Vigo (3)
?,(Sun) 29 Sep 1957 (38),Real Sporting (3),2-3,?,CA Osasuna (3)
?,(Sun) 29 Sep 1957 (38),R. Jaén (3),1-0,?,Valencia CF (3)
?,(Sun) 29 Sep 1957 (38),UD Las Palmas (3),0-7,?,FC Barcelona (3)
?,(Sun) 29 Sep 1957 (38),Real Sociedad (3),4-1,?,Granada CF (3)
?,(Sun) 29 Sep 1957 (38),Real Madrid CF (3),6-0,?,Sevilla FC (3)
?,(Sun) 29 Sep 1957 (38),Real Valladolid CF (3),2-2,?,Atlético Madrid (3)
?,(Sun) 6 Oct 1957 (39),Atlético Madrid (4),2-3,?,RCD Español (4)
?,(Sun) 6 Oct 1957 (39),FC Barcelona (4),6-1,?,R. Jaén (4)
?,(Sun) 6 Oct 1957 (39),Granada CF (4),1-0,?,Real Sporting (4)
?,(Sun) 6 Oct 1957 (39),UD Las Palmas (4),1-6,?,RC Celta Vigo (4)
?,(Sun) 6 Oct 1957 (39),CA Osasuna (4),2-2,?,Athletic Club Bilbao (4)
?,(Sun) 6 Oct 1957 (39),Sevilla FC (4),3-0,?,Real Sociedad (4)
?,(Sun) 6 Oct 1957 (39),Valencia CF (4),2-2,?,Real Madrid CF (4)
?,(Sun) 6 Oct 1957 (39),Real Zaragoza (4),3-0,?,Real Valladolid CF (4)
?,(Sun) 13 Oct 1957 (40),RC Celta Vigo (5),2-2,?,Atlético Madrid (5)
?,(Sun) 13 Oct 1957 (40),RCD Español (5),1-0,?,Real Zaragoza (5)
?,(Sun) 13 Oct 1957 (40),Real Sporting (5),1-1,?,Sevilla FC (5)
?,(Sun) 13 Oct 1957 (40),R. Jaén (5),1-1,?,UD Las Palmas (5)
?,(Sun) 13 Oct 1957 (40),Real Sociedad (5),0-0,?,Valencia CF (5)
?,(Sun) 13 Oct 1957 (40),Real Madrid CF (5),3-0,?,FC Barcelona (5)
?,(Sun) 13 Oct 1957 (40),Real Valladolid CF (5),0-4,?,CA Osasuna (5)
?,(Sun) 13 Oct 1957 (40),Athletic Club Bilbao (5),1-0,?,Granada CF (5)
?,(Sun) 20 Oct 1957 (41),Atlético Madrid (6),9-0,?,UD Las Palmas (6)
?,(Sun) 20 Oct 1957 (41),FC Barcelona (6),1-0,?,Real Sociedad (6)
?,(Sun) 20 Oct 1957 (41),Granada CF (6),4-0,?,Real Valladolid CF (6)
?,(Sun) 20 Oct 1957 (41),R. Jaén (6),0-2,?,Real Madrid CF (6)
?,(Sun) 20 Oct 1957 (41),CA Osasuna (6),3-2,?,RCD Español (6)
?,(Sun) 20 Oct 1957 (41),Sevilla FC (6),3-1,?,Athletic Club Bilbao (6)
?,(Sun) 20 Oct 1957 (41),Real Zaragoza (6),2-2,?,RC Celta Vigo (6)
?,(Sun) 20 Oct 1957 (41),Valencia CF (6),2-2,?,Real Sporting (6)
?,(Sun) 27 Oct 1957 (42),Athletic Club Bilbao (7),3-2,?,Valencia CF (7)
?,(Sun) 27 Oct 1957 (42),Atlético Madrid (7),4-2,?,Real Zaragoza (7)
?,(Sun) 27 Oct 1957 (42),RCD Español (7),2-1,?,Granada CF (7)
?,(Sun) 27 Oct 1957 (42),Real Sporting (7),3-2,?,FC Barcelona (7)
?,(Sun) 27 Oct 1957 (42),UD Las Palmas (7),0-0,?,Real Madrid CF (7)
?,(Sun) 27 Oct 1957 (42),Real Sociedad (7),2-0,?,R. Jaén (7)
?,(Sun) 27 Oct 1957 (42),RC Celta Vigo (7),2-0,?,CA Osasuna (7)
?,(Sun) 27 Oct 1957 (42),Real Valladolid CF (7),2-0,?,Sevilla FC (7)
?,(Sun) 3 Nov 1957 (43),FC Barcelona (8),3-0,?,Athletic Club Bilbao (8)
?,(Sun) 3 Nov 1957 (43),Granada CF (8),1-0,?,RC Celta Vigo (8)
?,(Sun) 3 Nov 1957 (43),UD Las Palmas (8),0-0,?,Real Zaragoza (8)
?,(Sun) 3 Nov 1957 (43),CA Osasuna (8),1-1,?,Atlético Madrid (8)
?,(Sun) 3 Nov 1957 (43),Real Madrid CF (8),2-1,?,Real Sociedad (8)
?,(Sun) 3 Nov 1957 (43),Sevilla FC (8),0-1,?,RCD Español (8)
?,(Sun) 3 Nov 1957 (43),Real Valladolid CF (8),6-3,?,Valencia CF (8)
?,(Sun) 3 Nov 1957 (43),R. Jaén (8),2-1,?,Real Sporting (8)
?,(Sun) 10 Nov 1957 (44),Athletic Club Bilbao (9),5-1,?,R. Jaén (9)
?,(Sun) 10 Nov 1957 (44),Atlético Madrid (9),5-1,?,Granada CF (9)
?,(Sun) 10 Nov 1957 (44),RC Celta Vigo (9),3-1,?,Sevilla FC (9)
?,(Sun) 10 Nov 1957 (44),RCD Español (9),0-0,?,Valencia CF (9)
?,(Sun) 10 Nov 1957 (44),Real Sporting (9),3-0,?,Real Madrid CF (9)
?,(Sun) 10 Nov 1957 (44),Real Sociedad (9),3-1,?,UD Las Palmas (9)
?,(Sun) 10 Nov 1957 (44),Real Valladolid CF (9),1-2,?,FC Barcelona (9)
?,(Sun) 10 Nov 1957 (44),Real Zaragoza (9),2-0,?,CA Osasuna (9)
?,(Sun) 17 Nov 1957 (45),FC Barcelona (10),3-1,?,RCD Español (10)
?,(Sun) 17 Nov 1957 (45),RC Celta Vigo (10),3-2,?,Valencia CF (10)
?,(Sun) 17 Nov 1957 (45),Granada CF (10),1-0,?,Real Zaragoza (10)
?,(Sun) 17 Nov 1957 (45),R. Jaén (10),0-2,?,Real Valladolid CF (10)
?,(Sun) 17 Nov 1957 (45),UD Las Palmas (10),2-1,?,CA Osasuna (10)
?,(Sun) 17 Nov 1957 (45),Real Sociedad (10),3-2,?,Real Sporting (10)
?,(Sun) 17 Nov 1957 (45),Real Madrid CF (10),6-0,?,Athletic Club Bilbao (10)
?,(Sun) 17 Nov 1957 (45),Sevilla FC (10),2-2,?,Atlético Madrid (10)
?,(Sun) 1 Dec 1957 (47),Athletic Club Bilbao (11),2-2,?,Real Sociedad (11)
?,(Sun) 1 Dec 1957 (47),Atlético Madrid (11),2-2,?,Valencia CF (11)
?,(Sun) 1 Dec 1957 (47),RC Celta Vigo (11),4-0,?,FC Barcelona (11)
?,(Sun) 1 Dec 1957 (47),RCD Español (11),2-0,?,R. Jaén (11)
?,(Sun) 1 Dec 1957 (47),UD Las Palmas (11),0-0,?,Real Sporting (11)
?,(Sun) 1 Dec 1957 (47),CA Osasuna (11),1-0,?,Granada CF (11)
?,(Sun) 1 Dec 1957 (47),Real Valladolid CF (11),0-1,?,Real Madrid CF (11)
?,(Sun) 1 Dec 1957 (47),Real Zaragoza (11),3-3,?,Sevilla FC (11)
?,(Sun) 8 Dec 1957 (48),FC Barcelona (12),2-2,?,Atlético Madrid (12)
?,(Sun) 8 Dec 1957 (48),Real Sporting (12),0-2,?,Athletic Club Bilbao (12)
?,(Sun) 8 Dec 1957 (48),Granada CF (12),4-0,?,UD Las Palmas (12)
?,(Sun) 8 Dec 1957 (48),R. Jaén (12),4-1,?,RC Celta Vigo (12)
?,(Sun) 8 Dec 1957 (48),Real Sociedad (12),0-0,?,Real Valladolid CF (12)
?,(Sun) 8 Dec 1957 (48),Real Madrid CF (12),2-0,?,RCD Español (12)
?,(Sun) 8 Dec 1957 (48),Sevilla FC (12),1-1,?,CA Osasuna (12)
?,(Sun) 8 Dec 1957 (48),Valencia CF (12),3-1,?,Real Zaragoza (12)
?,(Sun) 15 Dec 1957 (49),Athletic Club Bilbao (13),1-1,?,UD Las Palmas (13)
?,(Sun) 15 Dec 1957 (49),Atlético Madrid (13),4-1,?,R. Jaén (13)
?,(Sun) 15 Dec 1957 (49),RC Celta Vigo (13),2-1,?,Real Madrid CF (13)
?,(Sun) 15 Dec 1957 (49),RCD Español (13),2-2,?,Real Sociedad (13)
?,(Sun) 15 Dec 1957 (49),Granada CF (13),2-1,?,Sevilla FC (13)
?,(Sun) 15 Dec 1957 (49),CA Osasuna (13),2-2,?,Valencia CF (13)
?,(Sun) 15 Dec 1957 (49),Real Valladolid CF (13),7-3,?,Real Sporting (13)
?,(Sun) 15 Dec 1957 (49),Real Zaragoza (13),1-1,?,FC Barcelona (13)
?,(Sun) 22 Dec 1957 (50),Athletic Club Bilbao (14),1-0,?,Real Valladolid CF (14)
?,(Sun) 22 Dec 1957 (50),FC Barcelona (14),3-0,?,CA Osasuna (14)
?,(Sun) 22 Dec 1957 (50),Real Sporting (14),2-0,?,RCD Español (14)
?,(Sun) 22 Dec 1957 (50),R. Jaén (14),3-0,?,Real Zaragoza (14)
?,(Sun) 22 Dec 1957 (50),UD Las Palmas (14),4-1,?,Sevilla FC (14)
?,(Sun) 22 Dec 1957 (50),Real Sociedad (14),1-1,?,RC Celta Vigo (14)
?,(Sun) 22 Dec 1957 (50),Real Madrid CF (14),0-0,?,Atlético Madrid (14)
?,(Sun) 22 Dec 1957 (50),Valencia CF (14),3-1,?,Granada CF (14)
?,(Sun) 29 Dec 1957 (51),Atlético Madrid (15),2-0,?,Real Sociedad (15)
?,(Sun) 29 Dec 1957 (51),RC Celta Vigo (15),1-2,?,Real Sporting (15)
?,(Sun) 29 Dec 1957 (51),RCD Español (15),1-0,?,Athletic Club Bilbao (15)
?,(Sun) 29 Dec 1957 (51),Granada CF (15),0-4,?,FC Barcelona (15)
?,(Sun) 29 Dec 1957 (51),CA Osasuna (15),5-1,?,R. Jaén (15)
?,(Sun) 29 Dec 1957 (51),Sevilla FC (15),0-1,?,Valencia CF (15)
?,(Sun) 29 Dec 1957 (51),Real Valladolid CF (15),2-0,?,UD Las Palmas (15)
?,(Sun) 29 Dec 1957 (51),Real Zaragoza (15),3-1,?,Real Madrid CF (15)
?,(Sun) 5 Jan 1958 (0),Atlético Madrid (16),3-2,?,Real Sporting (16)
?,(Sun) 5 Jan 1958 (0),RC Celta Vigo (16),0-1,?,Athletic Club Bilbao (16)
?,(Sun) 5 Jan 1958 (0),RCD Español (16),1-1,?,Real Valladolid CF (16)
?,(Sun) 5 Jan 1958 (0),Granada CF (16),2-0,?,R. Jaén (16)
?,(Sun) 5 Jan 1958 (0),CA Osasuna (16),1-0,?,Real Madrid CF (16)
?,(Sun) 5 Jan 1958 (0),Sevilla FC (16),1-2,?,FC Barcelona (16)
?,(Sun) 5 Jan 1958 (0),Valencia CF (16),4-1,?,UD Las Palmas (16)
?,(Sun) 5 Jan 1958 (0),Real Zaragoza (16),1-3,?,Real Sociedad (16)
?,(Sun) 12 Jan 1958 (1),Athletic Club Bilbao (17),1-2,?,Atlético Madrid (17)
?,(Sun) 12 Jan 1958 (1),FC Barcelona (17),1-1,?,Valencia CF (17)
?,(Sun) 12 Jan 1958 (1),Real Sporting (17),4-1,?,Real Zaragoza (17)
?,(Sun) 12 Jan 1958 (1),R. Jaén (17),1-0,?,Sevilla FC (17)
?,(Sun) 12 Jan 1958 (1),UD Las Palmas (17),1-0,?,RCD Español (17)
?,(Sun) 12 Jan 1958 (1),Real Sociedad (17),2-1,?,CA Osasuna (17)
?,(Sun) 12 Jan 1958 (1),Real Madrid CF (17),4-0,?,Granada CF (17)
?,(Sun) 12 Jan 1958 (1),Real Valladolid CF (17),0-4,?,RC Celta Vigo (17)
?,(Sun) 19 Jan 1958 (2),Atlético Madrid (18),7-0,?,Real Valladolid CF (18)
?,(Sun) 19 Jan 1958 (2),FC Barcelona (18),2-0,?,UD Las Palmas (18)
?,(Sun) 19 Jan 1958 (2),RC Celta Vigo (18),3-2,?,RCD Español (18)
?,(Sun) 19 Jan 1958 (2),Granada CF (18),3-1,?,Real Sociedad (18)
?,(Sun) 19 Jan 1958 (2),CA Osasuna (18),2-1,?,Real Sporting (18)
?,(Sun) 19 Jan 1958 (2),Sevilla FC (18),3-2,?,Real Madrid CF (18)
?,(Sun) 19 Jan 1958 (2),Valencia CF (18),4-0,?,R. Jaén (18)
?,(Sun) 19 Jan 1958 (2),Real Zaragoza (18),2-1,?,Athletic Club Bilbao (18)
?,(Sun) 26 Jan 1958 (3),Athletic Club Bilbao (19),2-0,?,CA Osasuna (19)
?,(Sun) 26 Jan 1958 (3),RC Celta Vigo (19),2-2,?,UD Las Palmas (19)
?,(Sun) 26 Jan 1958 (3),RCD Español (19),4-1,?,Atlético Madrid (19)
?,(Sun) 26 Jan 1958 (3),Real Sporting (19),5-1,?,Granada CF (19)
?,(Sun) 26 Jan 1958 (3),R. Jaén (19),1-0,?,FC Barcelona (19)
?,(Sun) 26 Jan 1958 (3),Real Sociedad (19),2-0,?,Sevilla FC (19)
?,(Sun) 26 Jan 1958 (3),Real Madrid CF (19),2-1,?,Valencia CF (19)
?,(Sun) 26 Jan 1958 (3),Real Valladolid CF (19),1-3,?,Real Zaragoza (19)
?,(Sun) 2 Feb 1958 (4),Atlético Madrid (20),2-1,?,RC Celta Vigo (20)
?,(Sun) 2 Feb 1958 (4),FC Barcelona (20),0-2,?,Real Madrid CF (20)
?,(Sun) 2 Feb 1958 (4),Granada CF (20),1-3,?,Athletic Club Bilbao (20)
?,(Sun) 2 Feb 1958 (4),UD Las Palmas (20),2-1,?,R. Jaén (20)
?,(Sun) 2 Feb 1958 (4),CA Osasuna (20),5-0,?,Real Valladolid CF (20)
?,(Sun) 2 Feb 1958 (4),Sevilla FC (20),1-2,?,Real Sporting (20)
?,(Sun) 2 Feb 1958 (4),Valencia CF (20),1-0,?,Real Sociedad (20)
?,(Sun) 2 Feb 1958 (4),Real Zaragoza (20),1-1,?,RCD Español (20)
?,(Sun) 9 Feb 1958 (5),Athletic Club Bilbao (21),5-2,?,Sevilla FC (21)
?,(Sun) 9 Feb 1958 (5),RC Celta Vigo (21),2-1,?,Real Zaragoza (21)
?,(Sun) 9 Feb 1958 (5),RCD Español (21),2-0,?,CA Osasuna (21)
?,(Sun) 9 Feb 1958 (5),Real Sporting (21),1-3,?,Valencia CF (21)
?,(Sun) 9 Feb 1958 (5),UD Las Palmas (21),3-0,?,Atlético Madrid (21)
?,(Sun) 9 Feb 1958 (5),Real Sociedad (21),1-2,?,FC Barcelona (21)
?,(Sun) 9 Feb 1958 (5),Real Madrid CF (21),3-0,?,R. Jaén (21)
?,(Sun) 9 Feb 1958 (5),Real Valladolid CF (21),1-1,?,Granada CF (21)
?,(Sun) 16 Feb 1958 (6),FC Barcelona (22),3-0,?,Real Sporting (22)
?,(Sun) 16 Feb 1958 (6),Granada CF (22),1-0,?,RCD Español (22)
?,(Sun) 16 Feb 1958 (6),R. Jaén (22),0-1,?,Real Sociedad (22)
?,(Sun) 16 Feb 1958 (6),CA Osasuna (22),5-1,?,RC Celta Vigo (22)
?,(Sun) 16 Feb 1958 (6),Real Madrid CF (22),2-1,?,UD Las Palmas (22)
?,(Sun) 16 Feb 1958 (6),Sevilla FC (22),4-2,?,Real Valladolid CF (22)
?,(Sun) 16 Feb 1958 (6),Valencia CF (22),1-0,?,Athletic Club Bilbao (22)
?,(Sun) 16 Feb 1958 (6),Real Zaragoza (22),0-3,?,Atlético Madrid (22)
?,(Sun) 23 Feb 1958 (7),Real Zaragoza (23),2-0,?,UD Las Palmas (23)
?,(Sun) 23 Feb 1958 (7),Athletic Club Bilbao (23),4-1,?,FC Barcelona (23)
?,(Sun) 23 Feb 1958 (7),Atlético Madrid (23),4-1,?,CA Osasuna (23)
?,(Sun) 23 Feb 1958 (7),RC Celta Vigo (23),0-2,?,Granada CF (23)
?,(Sun) 23 Feb 1958 (7),RCD Español (23),2-3,?,Sevilla FC (23)
?,(Sun) 23 Feb 1958 (7),Real Sporting (23),1-0,?,R. Jaén (23)
?,(Sun) 23 Feb 1958 (7),Real Sociedad (23),2-2,?,Real Madrid CF (23)
?,(Sun) 23 Feb 1958 (7),Valencia CF (23),3-0,?,Real Valladolid CF (23)
?,(Sun) 9 Mar 1958 (9),FC Barcelona (24),7-1,?,Real Valladolid CF (24)
?,(Sun) 9 Mar 1958 (9),Granada CF (24),2-2,?,Atlético Madrid (24)
?,(Sun) 9 Mar 1958 (9),R. Jaén (24),3-2,?,Athletic Club Bilbao (24)
?,(Sun) 9 Mar 1958 (9),UD Las Palmas (24),2-1,?,Real Sociedad (24)
?,(Sun) 9 Mar 1958 (9),Real Madrid CF (24),4-0,?,Real Sporting (24)
?,(Sun) 9 Mar 1958 (9),Sevilla FC (24),2-0,?,RC Celta Vigo (24)
?,(Sun) 9 Mar 1958 (9),Valencia CF (24),2-1,?,RCD Español (24)
?,(Sun) 9 Mar 1958 (9),CA Osasuna (24),1-1,?,Real Zaragoza (24)
?,(Sun) 23 Mar 1958 (11),Athletic Club Bilbao (25),0-2,?,Real Madrid CF (25)
?,(Sun) 23 Mar 1958 (11),Atlético Madrid (25),1-1,?,Sevilla FC (25)
?,(Sun) 23 Mar 1958 (11),RCD Español (25),2-1,?,FC Barcelona (25)
?,(Sun) 23 Mar 1958 (11),Real Sporting (25),3-0,?,Real Sociedad (25)
?,(Sun) 23 Mar 1958 (11),CA Osasuna (25),2-0,?,UD Las Palmas (25)
?,(Sun) 23 Mar 1958 (11),Valencia CF (25),1-1,?,RC Celta Vigo (25)
?,(Sun) 23 Mar 1958 (11),Real Valladolid CF (25),3-1,?,R. Jaén (25)
?,(Sun) 23 Mar 1958 (11),Real Zaragoza (25),3-2,?,Granada CF (25)
?,(Sat) 29 Mar 1958 (12),Real Madrid CF (26),5-3,?,Real Valladolid CF (26)
?,(Sat) 29 Mar 1958 (12),FC Barcelona (26),1-0,?,RC Celta Vigo (26)
?,(Sat) 29 Mar 1958 (12),Real Sporting (26),1-0,?,UD Las Palmas (26)
?,(Sat) 29 Mar 1958 (12),Granada CF (26),1-2,?,CA Osasuna (26)
?,(Sat) 29 Mar 1958 (12),R. Jaén (26),4-2,?,RCD Español (26)
