Date,Team 1,Team 2,FT,HT
1996-08-31,Almeria,Las Palmas,0-0,
1996-08-31,Leganes,Orense,5-0,
1996-08-31,Levante,Salamanca,2-2,
1996-08-31,Lleida,Osasuna,0-0,
1996-09-01,Alaves,Villarreal,2-1,
1996-09-01,Eibar,Barcelona B,1-0,
1996-09-01,Mallorca,Ath Madrid B,2-1,
1996-09-01,Merida,Albacete,4-0,
1996-09-01,Real Madrid B,Badajoz,1-3,
1996-09-01,Toledo,Ecija,4-0,
1996-09-07,Ath Madrid B,Alaves,1-2,
1996-09-07,Barcelona B,Lleida,0-0,
1996-09-07,Salamanca,Eibar,0-1,
1996-09-08,Albacete,Real Madrid B,2-2,
1996-09-08,Badajoz,Mallorca,3-1,
1996-09-08,Ecija,Almeria,0-1,
1996-09-08,Las Palmas,Leganes,2-0,
1996-09-08,Orense,Merida,2-0,
1996-09-08,Osasuna,Toledo,0-1,
1996-09-08,Villarreal,Levante,2-0,
1996-09-14,Albacete,Orense,2-0,
1996-09-14,Almeria,Osasuna,0-3,
1996-09-14,Levante,Ath Madrid B,3-2,
1996-09-14,Real Madrid B,Mallorca,0-1,
1996-09-15,Alaves,Badajoz,1-0,
1996-09-15,Eibar,Villarreal,2-0,
1996-09-15,Leganes,Ecija,4-1,
1996-09-15,Lleida,Salamanca,3-1,
1996-09-15,Merida,Las Palmas,2-0,
1996-09-15,Toledo,Barcelona B,2-2,
1996-09-21,Ath Madrid B,Eibar,0-1,
1996-09-21,Ecija,Merida,0-2,
1996-09-21,Villarreal,Lleida,2-1,
1996-09-22,Badajoz,Levante,1-1,
1996-09-22,Barcelona B,Almeria,3-2,
1996-09-22,Las Palmas,Albacete,3-1,
1996-09-22,Mallorca,Alaves,3-1,
1996-09-22,Orense,Real Madrid B,1-2,
1996-09-22,Osasuna,Leganes,0-0,
1996-09-22,Salamanca,Toledo,3-1,
1996-09-28,Eibar,Badajoz,0-0,
1996-09-28,Leganes,Barcelona B,2-2,
1996-09-29,Albacete,Ecija,2-0,
1996-09-29,Almeria,Salamanca,2-2,
1996-09-29,Levante,Mallorca,1-2,
1996-09-29,Lleida,Ath Madrid B,5-1,
1996-09-29,Merida,Osasuna,2-1,
1996-09-29,Orense,Las Palmas,2-0,
1996-09-29,Real Madrid B,Alaves,1-0,
1996-09-29,Toledo,Villarreal,1-2,
1996-10-12,Alaves,Levante,0-2,
1996-10-12,Barcelona B,Merida,0-1,
1996-10-12,Las Palmas,Real Madrid B,3-4,
1996-10-12,Salamanca,Leganes,0-1,
1996-10-13,Ath Madrid B,Toledo,3-2,
1996-10-13,Badajoz,Lleida,0-0,
1996-10-13,Ecija,Orense,1-1,
1996-10-13,Mallorca,Eibar,1-1,
1996-10-13,Osasuna,Albacete,1-1,
1996-10-13,Villarreal,Almeria,2-0,
1996-10-19,Almeria,Ath Madrid B,1-1,
1996-10-19,Las Palmas,Ecija,2-1,
1996-10-19,Lleida,Mallorca,1-1,
1996-10-19,Orense,Osasuna,1-0,
1996-10-20,Albacete,Barcelona B,0-1,
1996-10-20,Eibar,Alaves,1-0,
1996-10-20,Leganes,Villarreal,1-1,
1996-10-20,Merida,Salamanca,1-0,
1996-10-20,Real Madrid B,Levante,0-1,
1996-10-20,Toledo,Badajoz,0-1,
1996-10-26,Alaves,Lleida,3-1,
1996-10-26,Barcelona B,Orense,1-1,
1996-10-26,Ecija,Real Madrid B,0-2,
1996-10-27,Ath Madrid B,Leganes,1-2,
1996-10-27,Badajoz,Almeria,0-0,
1996-10-27,Levante,Eibar,0-1,
1996-10-27,Mallorca,Toledo,4-0,
1996-10-27,Osasuna,Las Palmas,1-1,
1996-10-27,Salamanca,Albacete,1-2,
1996-10-27,Villarreal,Merida,0-1,
1996-11-02,Almeria,Mallorca,2-1,
1996-11-02,Las Palmas,Barcelona B,2-1,
1996-11-02,Real Madrid B,Eibar,3-3,
1996-11-03,Albacete,Villarreal,2-0,
1996-11-03,Ecija,Osasuna,2-0,
1996-11-03,Leganes,Badajoz,0-0,
1996-11-03,Lleida,Levante,2-1,
1996-11-03,Merida,Ath Madrid B,3-2,
1996-11-03,Orense,Salamanca,1-3,
1996-11-03,Toledo,Alaves,1-1,
1996-11-09,Barcelona B,Ecija,2-1,
1996-11-09,Osasuna,Real Madrid B,2-0,
1996-11-10,Alaves,Almeria,1-1,
1996-11-10,Ath Madrid B,Albacete,1-3,
1996-11-10,Badajoz,Merida,0-1,
1996-11-10,Eibar,Lleida,2-0,
1996-11-10,Levante,Toledo,5-1,
1996-11-10,Mallorca,Leganes,3-0,
1996-11-10,Salamanca,Las Palmas,4-2,
1996-11-10,Villarreal,Orense,2-1,
1996-11-16,Las Palmas,Villarreal,0-0,
1996-11-16,Leganes,Alaves,0-0,
1996-11-16,Orense,Ath Madrid B,1-1,
1996-11-16,Osasuna,Barcelona B,1-0,
1996-11-17,Albacete,Badajoz,0-0,
1996-11-17,Almeria,Levante,0-2,
1996-11-17,Ecija,Salamanca,0-0,
1996-11-17,Merida,Mallorca,2-1,
1996-11-17,Real Madrid B,Lleida,2-2,
1996-11-17,Toledo,Eibar,0-0,
1996-11-23,Alaves,Merida,0-0,
1996-11-23,Ath Madrid B,Las Palmas,1-2,
1996-11-23,Lleida,Toledo,1-1,
1996-11-23,Mallorca,Albacete,1-1,
1996-11-24,Badajoz,Orense,0-0,
1996-11-24,Barcelona B,Real Madrid B,1-2,
1996-11-24,Eibar,Almeria,1-1,
1996-11-24,Levante,Leganes,3-3,
1996-11-24,Salamanca,Osasuna,5-0,
