26/08/06,Valencia,Betis,2,1,1,0
27/08/06,Ath Bilbao,Sociedad,1,1,1,0
27/08/06,Espanol,Gimnastic,0,1,0,0
27/08/06,La Coruna,Zaragoza,3,2,2,1
27/08/06,Osasuna,Getafe,0,2,0,0
27/08/06,Real Madrid,Villarreal,0,0,0,0
27/08/06,Recreativo,Mallorca,1,1,0,0
27/08/06,Santander,Ath Madrid,0,1,0,1
28/08/06,Celta,Barcelona,2,3,1,0
29/08/06,Sevilla,Levante,4,0,2,0
09/09/06,Ath Madrid,Valencia,0,1,0,1
09/09/06,Barcelona,Osasuna,3,0,3,0
10/09/06,Betis,Ath Bilbao,3,0,2,0
10/09/06,Getafe,Santander,1,0,0,0
10/09/06,Gimnastic,Celta,1,2,0,0
10/09/06,Levante,Real Madrid,1,4,1,2
10/09/06,Mallorca,La Coruna,0,0,0,0
10/09/06,Sociedad,Sevilla,1,3,0,1
10/09/06,Villarreal,Recreativo,0,1,0,0
10/09/06,Zaragoza,Espanol,3,0,1,0
16/09/06,La Coruna,Villarreal,2,0,1,0
17/09/06,Ath Bilbao,Ath Madrid,1,4,0,2
17/09/06,Espanol,Celta,2,1,0,0
17/09/06,Osasuna,Gimnastic,2,0,1,0
17/09/06,Real Madrid,Sociedad,2,0,0,0
17/09/06,Recreativo,Levante,0,1,0,0
17/09/06,Santander,Barcelona,0,3,0,1
17/09/06,Sevilla,Betis,3,2,1,1
17/09/06,Valencia,Getafe,2,0,1,0
17/09/06,Zaragoza,Mallorca,2,0,0,0
23/09/06,Betis,Real Madrid,0,1,0,1
24/09/06,Ath Madrid,Sevilla,2,1,0,1
24/09/06,Barcelona,Valencia,1,1,0,1
24/09/06,Celta,Osasuna,0,2,0,1
24/09/06,Getafe,Ath Bilbao,0,0,0,0
24/09/06,Gimnastic,Santander,2,2,1,0
24/09/06,Levante,La Coruna,2,0,1,0
24/09/06,Mallorca,Espanol,1,0,0,0
24/09/06,Sociedad,Recreativo,2,3,0,1
24/09/06,Villarreal,Zaragoza,3,2,0,1
30/09/06,Ath Bilbao,Barcelona,1,3,1,1
01/10/06,Espanol,Osasuna,0,0,0,0
01/10/06,La Coruna,Sociedad,2,0,0,0
01/10/06,Mallorca,Villarreal,1,2,0,2
01/10/06,Real Madrid,Ath Madrid,1,1,1,1
01/10/06,Recreativo,Betis,2,0,0,0
01/10/06,Santander,Celta,1,1,1,0
01/10/06,Sevilla,Getafe,1,0,1,0
01/10/06,Valencia,Gimnastic,4,0,1,0
01/10/06,Zaragoza,Levante,2,2,0,2
14/10/06,Ath Madrid,Recreativo,2,1,0,0
14/10/06,Getafe,Real Madrid,1,0,0,0
15/10/06,Barcelona,Sevilla,3,1,2,1
15/10/06,Betis,La Coruna,1,1,0,0
15/10/06,Celta,Valencia,3,2,1,1
15/10/06,Gimnastic,Ath Bilbao,2,3,0,2
15/10/06,Levante,Mallorca,0,1,0,1
15/10/06,Osasuna,Santander,0,1,0,0
15/10/06,Sociedad,Zaragoza,1,3,1,1
15/10/06,Villarreal,Espanol,0,0,0,0
21/10/06,La Coruna,Ath Madrid,1,0,0,0
21/10/06,Villarreal,Levante,1,1,0,0
21/10/06,Zaragoza,Betis,2,1,2,0
22/10/06,Ath Bilbao,Celta,0,1,0,1
22/10/06,Espanol,Santander,2,2,1,1
22/10/06,Mallorca,Sociedad,0,0,0,0
22/10/06,Real Madrid,Barcelona,2,0,1,0
22/10/06,Recreativo,Getafe,1,2,0,1
22/10/06,Sevilla,Gimnastic,2,1,2,0
22/10/06,Valencia,Osasuna,1,0,1,0
28/10/06,Barcelona,Recreativo,3,0,1,0
28/10/06,Gimnastic,Real Madrid,1,3,1,1
28/10/06,Santander,Valencia,1,0,0,0
29/10/06,Ath Madrid,Zaragoza,0,1,0,0
29/10/06,Betis,Mallorca,0,1,0,0
29/10/06,Celta,Sevilla,1,2,1,1
29/10/06,Getafe,La Coruna,2,0,1,0
29/10/06,Levante,Espanol,0,0,0,0
29/10/06,Osasuna,Ath Bilbao,1,1,0,1
29/10/06,Sociedad,Villarreal,0,1,0,0
04/11/06,La Coruna,Barcelona,1,1,0,1
04/11/06,Levante,Sociedad,2,0,1,0
04/11/06,Mallorca,Ath Madrid,0,0,0,0
05/11/06,Ath Bilbao,Santander,0,0,0,0
05/11/06,Espanol,Valencia,1,1,1,1
05/11/06,Real Madrid,Celta,1,2,1,1
