Date,Team 1,Team 2,FT,HT
1997-08-30,Leganes,Eibar,1-0,1-0
1997-08-30,Levante,Toledo,0-1,0-0
1997-08-30,Sevilla,Lleida,5-1,3-1
1997-08-31,Alaves,Albacete,5-1,2-0
1997-08-31,Ath Madrid B,Las Palmas,1-1,1-0
1997-08-31,Badajoz,Jaen,1-1,0-0
1997-08-31,Extremadura,Xerez,1-0,0-0
1997-08-31,Hercules,Vallecano,0-0,0-0
1997-08-31,Logrones,Orense,0-1,0-1
1997-08-31,Numancia,Elche,2-1,1-1
1997-08-31,Osasuna,Villarreal,0-1,0-0
1997-09-06,Albacete,Levante,3-0,1-0
1997-09-06,Eibar,Alaves,2-1,0-0
1997-09-06,Las Palmas,Leganes,1-1,1-1
1997-09-06,Lleida,Ath Madrid B,0-2,0-1
1997-09-06,Villarreal,Hercules,2-1,2-1
1997-09-07,Elche,Extremadura,0-1,0-1
1997-09-07,Jaen,Logrones,1-1,0-0
1997-09-07,Orense,Sevilla,0-1,0-0
1997-09-07,Toledo,Osasuna,1-0,0-0
1997-09-07,Vallecano,Numancia,2-0,1-0
1997-09-07,Xerez,Badajoz,0-0,0-0
1997-09-13,Ath Madrid B,Orense,1-0,1-0
1997-09-13,Levante,Eibar,1-2,0-0
1997-09-13,Sevilla,Jaen,4-0,2-0
1997-09-14,Alaves,Las Palmas,1-1,1-0
1997-09-14,Badajoz,Elche,5-0,1-0
1997-09-14,Hercules,Toledo,4-1,1-1
1997-09-14,Leganes,Lleida,0-0,0-0
1997-09-14,Logrones,Xerez,0-0,0-0
1997-09-14,Numancia,Extremadura,0-3,0-1
1997-09-14,Osasuna,Albacete,0-0,0-0
1997-09-14,Vallecano,Villarreal,5-0,2-0
1997-09-20,Eibar,Osasuna,0-1,0-0
1997-09-20,Elche,Logrones,5-0,1-0
1997-09-20,Las Palmas,Levante,1-2,0-0
1997-09-20,Orense,Leganes,4-0,0-0
1997-09-21,Albacete,Hercules,1-0,1-0
1997-09-21,Extremadura,Badajoz,0-0,0-0
1997-09-21,Jaen,Ath Madrid B,1-1,1-0
1997-09-21,Lleida,Alaves,1-2,1-2
1997-09-21,Toledo,Vallecano,1-1,0-1
1997-09-21,Villarreal,Numancia,0-1,0-0
1997-09-21,Xerez,Sevilla,1-0,0-0
1997-09-27,Alaves,Orense,0-1,0-1
1997-09-27,Levante,Lleida,1-1,1-1
1997-09-27,Vallecano,Albacete,0-0,0-0
1997-09-28,Ath Madrid B,Xerez,2-0,0-0
1997-09-28,Hercules,Eibar,0-0,0-0
1997-09-28,Leganes,Jaen,2-1,1-0
1997-09-28,Logrones,Extremadura,1-1,0-0
1997-09-28,Numancia,Badajoz,0-0,0-0
1997-09-28,Osasuna,Las Palmas,3-1,1-0
1997-09-28,Sevilla,Elche,0-0,0-0
1997-09-28,Villarreal,Toledo,1-1,0-0
1997-10-04,Eibar,Vallecano,0-1,0-0
1997-10-04,Elche,Ath Madrid B,3-1,1-0
1997-10-04,Las Palmas,Hercules,3-2,1-2
1997-10-05,Albacete,Villarreal,1-1,1-1
1997-10-05,Badajoz,Logrones,0-0,0-0
1997-10-05,Extremadura,Sevilla,3-0,1-0
1997-10-05,Jaen,Alaves,0-0,0-0
1997-10-05,Lleida,Osasuna,2-1,0-1
1997-10-05,Orense,Levante,2-0,1-0
1997-10-05,Toledo,Numancia,1-1,1-0
1997-10-05,Xerez,Leganes,3-0,1-0
1997-10-11,Alaves,Xerez,1-0,0-0
1997-10-11,Ath Madrid B,Extremadura,3-1,1-1
1997-10-11,Hercules,Lleida,4-3,4-0
1997-10-12,Leganes,Elche,1-0,1-0
1997-10-12,Levante,Jaen,2-0,1-0
1997-10-12,Numancia,Logrones,1-0,0-0
1997-10-12,Osasuna,Orense,1-1,0-0
1997-10-12,Sevilla,Badajoz,1-1,0-1
1997-10-12,Toledo,Albacete,2-2,1-1
1997-10-12,Vallecano,Las Palmas,3-3,1-1
1997-10-12,Villarreal,Eibar,1-0,0-0
1997-10-15,Albacete,Numancia,2-0,1-0
1997-10-15,Badajoz,Ath Madrid B,1-1,0-0
1997-10-15,Eibar,Toledo,3-3,2-1
1997-10-15,Elche,Alaves,0-1,0-0
1997-10-15,Extremadura,Leganes,0-0,0-0
1997-10-15,Jaen,Osasuna,1-1,1-0
1997-10-15,Las Palmas,Villarreal,0-0,0-0
1997-10-15,Lleida,Vallecano,3-1,2-0
1997-10-15,Logrones,Sevilla,2-2,1-0
1997-10-15,Orense,Hercules,2-0,1-0
1997-10-15,Xerez,Levante,4-1,2-1
1997-10-18,Osasuna,Xerez,2-0,0-0
1997-10-18,Vallecano,Orense,0-0,0-0
1997-10-18,Villarreal,Lleida,0-0,0-0
1997-10-19,Alaves,Extremadura,0-1,0-0
1997-10-19,Albacete,Eibar,1-1,0-0
1997-10-19,Ath Madrid B,Logrones,1-1,0-0
1997-10-19,Hercules,Jaen,1-0,1-0
1997-10-19,Leganes,Badajoz,1-1,0-1
1997-10-19,Levante,Elche,3-3,0-1
1997-10-19,Numancia,Sevilla,1-1,0-1
1997-10-19,Toledo,Las Palmas,2-2,1-2
1997-10-25,Eibar,Numancia,1-0,0-0
1997-10-25,Extremadura,Levante,1-0,0-0
1997-10-25,Orense,Villarreal,0-0,0-0
1997-10-25,Sevilla,Ath Madrid B,1-3,0-2
1997-10-26,Badajoz,Alaves,0-0,0-0
1997-10-26,Elche,Osasuna,2-0,0-0
1997-10-26,Jaen,Vallecano,0-1,0-0
1997-10-26,Las Palmas,Albacete,3-2,2-0
1997-10-26,Lleida,Toledo,2-1,0-0
1997-10-26,Logrones,Leganes,2-0,1-0
1997-10-26,Xerez,Hercules,0-0,0-0
1997-11-01,Levante,Badajoz,1-1,0-1
1997-11-01,Osasuna,Extremadura,2-1,2-0
1997-11-01,Vallecano,Xerez,0-0,0-0
1997-11-02,Alaves,Logrones,2-0,0-0
1997-11-02,Albacete,Lleida,0-1,0-0
1997-11-02,Eibar,Las Palmas,0-0,0-0
1997-11-02,Hercules,Elche,2-1,1-0
1997-11-02,Leganes,Sevilla,1-0,0-0
1997-11-02,Numancia,Ath Madrid B,0-0,0-0
1997-11-02,Toledo,Orense,0-1,0-0
1997-11-02,Villarreal,Jaen,1-1,0-1
1997-11-08,Ath Madrid B,Leganes,1-1,0-1
1997-11-08,Extremadura,Hercules,1-1,0-0
1997-11-08,Las Palmas,Numancia,5-1,1-0
1997-11-08,Lleida,Eibar,1-1,0-1
1997-11-09,Elche,Vallecano,2-1,1-1
1997-11-09,Jaen,Toledo,3-1,2-1
1997-11-09,Logrones,Levante,0-0,0-0
1997-11-09,Orense,Albacete,2-2,1-1
1997-11-09,Sevilla,Alaves,1-0,0-0
1997-11-09,Xerez,Villarreal,1-1,1-0
1997-11-12,Alaves,Ath Madrid B,2-1,0-0
1997-11-12,Albacete,Jaen,2-2,2-0
1997-11-12,Eibar,Orense,3-0,2-0
1997-11-12,Hercules,Badajoz,3-1,1-1
1997-11-12,Las Palmas,Lleida,0-0,0-0
1997-11-12,Levante,Sevilla,0-0,0-0
1997-11-12,Numancia,Leganes,1-1,0-0
1997-11-12,Osasuna,Logrones,1-0,0-0
1997-11-12,Toledo,Xerez,0-0,0-0
1997-11-12,Vallecano,Extremadura,5-2,4-1
1997-11-12,Villarreal,Elche,1-1,1-0
1997-11-15,Elche,Toledo,1-1,0-1
1997-11-15,Leganes,Alaves,1-2,0-1
1997-11-16,Ath Madrid B,Levante,3-1,1-1
1997-11-16,Badajoz,Vallecano,1-3,0-3
1997-11-16,Extremadura,Villarreal,0-0,0-0
1997-11-16,Jaen,Eibar,0-1,0-1
1997-11-16,Lleida,Numancia,3-0,1-0
1997-11-16,Logrones,Hercules,0-1,0-0
1997-11-16,Orense,Las Palmas,1-1,1-1
1997-11-16,Sevilla,Osasuna,2-0,1-0
1997-11-16,Xerez,Albacete,0-1,0-0
1997-11-22,Albacete,Elche,2-0,2-0
1997-11-22,Las Palmas,Jaen,3-0,2-0
1997-11-22,Osasuna,Ath Madrid B,3-0,0-0
1997-11-23,Eibar,Xerez,3-0,1-0
1997-11-23,Hercules,Sevilla,1-0,0-0
1997-11-23,Levante,Leganes,0-1,0-1
1997-11-23,Lleida,Orense,2-1,1-0
1997-11-23,Numancia,Alaves,0-2,0-1
1997-11-23,Toledo,Extremadura,0-1,0-0
1997-11-23,Vallecano,Logrones,2-1,1-0
1997-11-23,Villarreal,Badajoz,1-0,0-0
