Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 2 Sep 2000 (W35),Albacete Balompié (1),1-0,1-0,CD Tenerife (1)
?,(Sat) 2 Sep 2000 (W35),Getafe CF (1),0-0,0-0,Córdoba CF (1)
?,(Sat) 2 Sep 2000 (W35),UE Lleida (1),0-0,0-0,SD Eibar (1)
?,(Sun) 3 Sep 2000 (W35),SD Compostela (1),0-0,0-0,Real Betis (1)
?,(Sun) 3 Sep 2000 (W35),Elche CF (1),2-0,1-0,UD Salamanca (1)
?,(Sun) 3 Sep 2000 (W35),Real Jaén CF (1),1-0,0-0,Racing Ferrol (1)
?,(Sun) 3 Sep 2000 (W35),CD Leganés (1),1-1,1-0,CF Extremadura (1)
?,(Sun) 3 Sep 2000 (W35),Levante UD (1),4-1,0-1,Atlético Madrid (1)
?,(Sun) 3 Sep 2000 (W35),Recreativo Huelva (1),0-0,0-0,CD Badajoz (1)
?,(Sun) 3 Sep 2000 (W35),Sevilla FC (1),2-1,0-0,Real Murcia CF (1)
?,(Sun) 3 Sep 2000 (W35),Sporting Gijón (1),0-0,0-0,Universidad Las Palmas (1)
?,(Sat) 9 Sep 2000 (W36),Atlético Madrid (2),0-1,0-1,Recreativo Huelva (2)
?,(Sat) 9 Sep 2000 (W36),Universidad Las Palmas (2),0-1,0-0,Getafe CF (2)
?,(Sun) 10 Sep 2000 (W36),CD Badajoz (2),0-1,0-0,Real Jaén CF (2)
?,(Sun) 10 Sep 2000 (W36),Real Betis (2),1-2,0-2,Elche CF (2)
?,(Sun) 10 Sep 2000 (W36),Córdoba CF (2),1-1,1-1,Levante UD (2)
?,(Sun) 10 Sep 2000 (W36),SD Eibar (2),0-1,0-0,CD Leganés (2)
?,(Sun) 10 Sep 2000 (W36),CF Extremadura (2),1-1,1-0,Albacete Balompié (2)
?,(Sun) 10 Sep 2000 (W36),Real Murcia CF (2),0-0,0-0,UE Lleida (2)
?,(Sun) 10 Sep 2000 (W36),Racing Ferrol (2),1-3,0-1,SD Compostela (2)
?,(Sun) 10 Sep 2000 (W36),UD Salamanca (2),0-1,0-1,Sevilla FC (2)
?,(Sun) 10 Sep 2000 (W36),CD Tenerife (2),1-0,0-0,Sporting Gijón (2)
?,(Sat) 16 Sep 2000 (W37),Albacete Balompié (3),1-3,0-2,SD Eibar (3)
?,(Sat) 16 Sep 2000 (W37),Elche CF (3),1-2,0-1,Sevilla FC (3)
?,(Sun) 17 Sep 2000 (W37),Real Betis (3),2-1,2-0,Racing Ferrol (3)
?,(Sun) 17 Sep 2000 (W37),SD Compostela (3),0-1,0-0,CD Badajoz (3)
?,(Sun) 17 Sep 2000 (W37),Getafe CF (3),0-5,0-2,CD Tenerife (3)
?,(Sun) 17 Sep 2000 (W37),Real Jaén CF (3),1-0,0-0,Atlético Madrid (3)
?,(Sun) 17 Sep 2000 (W37),CD Leganés (3),3-2,2-1,Real Murcia CF (3)
?,(Sun) 17 Sep 2000 (W37),Levante UD (3),2-0,2-0,Universidad Las Palmas (3)
?,(Sun) 17 Sep 2000 (W37),UE Lleida (3),0-3,0-3,UD Salamanca (3)
?,(Sun) 17 Sep 2000 (W37),Recreativo Huelva (3),1-0,1-0,Córdoba CF (3)
?,(Sun) 17 Sep 2000 (W37),Sporting Gijón (3),2-0,2-0,CF Extremadura (3)
?,(Sat) 23 Sep 2000 (W38),Atlético Madrid (4),2-0,1-0,SD Compostela (4)
?,(Sat) 23 Sep 2000 (W38),Córdoba CF (4),1-0,0-0,Real Jaén CF (4)
?,(Sat) 23 Sep 2000 (W38),Racing Ferrol (4),2-1,1-0,Elche CF (4)
?,(Sat) 23 Sep 2000 (W38),CD Tenerife (4),1-1,0-1,Levante UD (4)
?,(Sat) 23 Sep 2000 (W38),Universidad Las Palmas (4),0-0,0-0,Recreativo Huelva (4)
?,(Sun) 24 Sep 2000 (W38),CD Badajoz (4),0-0,0-0,Real Betis (4)
?,(Sun) 24 Sep 2000 (W38),SD Eibar (4),0-0,0-0,Sporting Gijón (4)
?,(Sun) 24 Sep 2000 (W38),CF Extremadura (4),1-0,0-0,Getafe CF (4)
?,(Sun) 24 Sep 2000 (W38),Real Murcia CF (4),2-0,1-0,Albacete Balompié (4)
?,(Sun) 24 Sep 2000 (W38),UD Salamanca (4),1-1,0-1,CD Leganés (4)
?,(Sun) 24 Sep 2000 (W38),Sevilla FC (4),2-0,1-0,UE Lleida (4)
