30/08/08,Alicante,Xerez,0,1,0,0
30/08/08,Celta,Girona,0,1,0,0
30/08/08,Levante,Zaragoza,2,1,1,0
30/08/08,Sociedad,Las Palmas,1,0,0,0
30/08/08,Tenerife,Gimnastic,3,2,1,0
30/08/08,Vallecano,Murcia,1,0,1,0
31/08/08,Albacete,Sevilla B,2,1,1,0
31/08/08,Cordoba,Hercules,0,3,0,2
31/08/08,Elche,Eibar,0,1,0,0
31/08/08,Huesca,Castellon,2,2,1,1
31/08/08,Salamanca,Alaves,0,0,0,0
06/09/08,Hercules,Vallecano,1,1,0,1
06/09/08,Zaragoza,Sociedad,2,2,2,0
07/09/08,Alaves,Cordoba,1,0,0,0
07/09/08,Castellon,Celta,2,0,1,0
07/09/08,Eibar,Tenerife,3,2,0,0
07/09/08,Gimnastic,Huesca,1,1,0,0
07/09/08,Girona,Alicante,3,0,1,0
07/09/08,Las Palmas,Elche,2,0,1,0
07/09/08,Murcia,Levante,1,2,1,1
07/09/08,Sevilla B,Salamanca,1,1,0,0
07/09/08,Xerez,Albacete,2,1,1,1
13/09/08,Alicante,Castellon,0,0,0,0
13/09/08,Celta,Gimnastic,0,2,0,0
13/09/08,Cordoba,Sevilla B,1,1,0,0
13/09/08,Huesca,Eibar,2,0,2,0
13/09/08,Las Palmas,Zaragoza,2,2,0,0
14/09/08,Albacete,Girona,1,1,0,0
14/09/08,Elche,Tenerife,2,4,0,1
14/09/08,Levante,Hercules,0,2,0,1
14/09/08,Salamanca,Xerez,2,1,1,1
14/09/08,Sociedad,Murcia,2,0,1,0
14/09/08,Vallecano,Alaves,2,1,1,0
20/09/08,Alaves,Levante,2,2,2,0
20/09/08,Gimnastic,Alicante,1,1,0,1
20/09/08,Murcia,Las Palmas,0,0,0,0
20/09/08,Sevilla B,Vallecano,0,0,0,0
21/09/08,Castellon,Albacete,1,0,1,0
21/09/08,Eibar,Celta,0,0,0,0
21/09/08,Girona,Salamanca,0,1,0,0
21/09/08,Hercules,Sociedad,1,1,0,1
21/09/08,Tenerife,Huesca,1,1,0,1
21/09/08,Xerez,Cordoba,0,1,0,1
21/09/08,Zaragoza,Elche,2,0,2,0
27/09/08,Cordoba,Girona,2,0,0,0
27/09/08,Las Palmas,Hercules,1,1,0,0
27/09/08,Sociedad,Alaves,1,1,1,1
27/09/08,Zaragoza,Murcia,2,1,0,1
28/09/08,Albacete,Gimnastic,3,2,2,0
28/09/08,Alicante,Eibar,3,1,1,1
28/09/08,Celta,Tenerife,2,1,1,0
28/09/08,Elche,Huesca,2,2,0,0
28/09/08,Levante,Sevilla B,2,0,1,0
28/09/08,Salamanca,Castellon,1,0,1,0
28/09/08,Vallecano,Xerez,3,3,0,1
04/10/08,Eibar,Albacete,1,1,0,0
04/10/08,Girona,Vallecano,1,1,1,0
04/10/08,Hercules,Zaragoza,2,1,0,0
04/10/08,Sevilla B,Sociedad,1,0,1,0
04/10/08,Tenerife,Alicante,3,1,2,0
04/10/08,Xerez,Levante,2,0,1,0
05/10/08,Alaves,Las Palmas,2,1,0,1
05/10/08,Castellon,Cordoba,1,1,1,0
05/10/08,Gimnastic,Salamanca,2,0,0,0
05/10/08,Huesca,Celta,0,0,0,0
05/10/08,Murcia,Elche,1,0,1,0
11/10/08,Alicante,Huesca,1,3,0,1
11/10/08,Las Palmas,Sevilla B,2,0,0,0
11/10/08,Murcia,Hercules,0,0,0,0
11/10/08,Sociedad,Xerez,0,0,0,0
