Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 12 Sep 1948 (36),CD Alcoyano (1),1-0,?,RCD La Coruña (1)
?,(Sun) 12 Sep 1948 (36),Athletic Club Bilbao (1),7-2,?,Real Valladolid CF (1)
?,(Sun) 12 Sep 1948 (36),Atlético Madrid (1),1-1,?,Sevilla FC (1)
?,(Sun) 12 Sep 1948 (36),FC Barcelona (1),5-2,?,Real Oviedo (1)
?,(Sun) 12 Sep 1948 (36),RC Celta Vigo (1),6-4,?,Gimnàstic Tarragona (1)
?,(Sun) 12 Sep 1948 (36),CE Sabadell (1),1-2,?,Real Madrid CF (1)
?,(Sun) 12 Sep 1948 (36),Valencia CF (1),4-1,?,RCD Español (1)
?,(Sun) 19 Sep 1948 (37),RCD La Coruña (2),5-2,?,CE Sabadell (2)
?,(Sun) 19 Sep 1948 (37),RCD Español (2),4-1,?,Atlético Madrid (2)
?,(Sun) 19 Sep 1948 (37),Real Madrid CF (2),1-2,?,FC Barcelona (2)
?,(Sun) 19 Sep 1948 (37),Real Oviedo (2),2-1,?,Valencia CF (2)
?,(Sun) 19 Sep 1948 (37),Sevilla FC (2),6-0,?,Athletic Club Bilbao (2)
?,(Sun) 19 Sep 1948 (37),Gimnàstic Tarragona (2),3-1,?,CD Alcoyano (2)
?,(Sun) 19 Sep 1948 (37),Real Valladolid CF (2),4-2,?,RC Celta Vigo (2)
?,(Sun) 26 Sep 1948 (38),Athletic Club Bilbao (3),4-3,?,RCD Español (3)
?,(Sun) 26 Sep 1948 (38),Atlético Madrid (3),6-0,?,Real Oviedo (3)
?,(Sun) 26 Sep 1948 (38),FC Barcelona (3),5-1,?,RCD La Coruña (3)
?,(Sun) 26 Sep 1948 (38),RC Celta Vigo (3),5-1,?,CD Alcoyano (3)
?,(Sun) 26 Sep 1948 (38),CE Sabadell (3),2-3,?,Gimnàstic Tarragona (3)
?,(Sun) 26 Sep 1948 (38),Valencia CF (3),4-4,?,Real Madrid CF (3)
?,(Sun) 26 Sep 1948 (38),Real Valladolid CF (3),2-0,?,Sevilla FC (3)
?,(Sun) 3 Oct 1948 (39),CD Alcoyano (4),2-1,?,CE Sabadell (4)
?,(Sun) 3 Oct 1948 (39),RCD La Coruña (4),1-2,?,Valencia CF (4)
?,(Sun) 3 Oct 1948 (39),RCD Español (4),5-1,?,Real Valladolid CF (4)
?,(Sun) 3 Oct 1948 (39),Real Madrid CF (4),1-2,?,Atlético Madrid (4)
?,(Sun) 3 Oct 1948 (39),Real Oviedo (4),6-3,?,Athletic Club Bilbao (4)
?,(Sun) 3 Oct 1948 (39),Sevilla FC (4),2-1,?,RC Celta Vigo (4)
?,(Sun) 3 Oct 1948 (39),Gimnàstic Tarragona (4),2-2,?,FC Barcelona (4)
?,(Sun) 10 Oct 1948 (40),Athletic Club Bilbao (5),2-3,?,Real Madrid CF (5)
?,(Sun) 10 Oct 1948 (40),Atlético Madrid (5),4-0,?,RCD La Coruña (5)
?,(Sun) 10 Oct 1948 (40),FC Barcelona (5),4-0,?,CD Alcoyano (5)
?,(Sun) 10 Oct 1948 (40),RC Celta Vigo (5),3-2,?,CE Sabadell (5)
?,(Sun) 10 Oct 1948 (40),Sevilla FC (5),0-3,?,RCD Español (5)
?,(Sun) 10 Oct 1948 (40),Valencia CF (5),7-0,?,Gimnàstic Tarragona (5)
?,(Sun) 10 Oct 1948 (40),Real Valladolid CF (5),2-1,?,Real Oviedo (5)
?,(Sun) 17 Oct 1948 (41),CD Alcoyano (6),0-1,?,Valencia CF (6)
?,(Sun) 17 Oct 1948 (41),RCD La Coruña (6),3-1,?,Athletic Club Bilbao (6)
?,(Sun) 17 Oct 1948 (41),RCD Español (6),5-0,?,RC Celta Vigo (6)
