Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 2 Sep 1978 (35),Athletic Club Bilbao (1),2-0,?,Rayo Vallecano (1)
?,(Sat) 2 Sep 1978 (35),Real Sporting (1),4-1,?,Atlético Madrid (1)
?,(Sat) 2 Sep 1978 (35),UD Las Palmas (1),2-1,?,Sevilla FC (1)
?,(Sun) 3 Sep 1978 (35),FC Barcelona (1),1-0,?,R. Racing C. (1)
?,(Sun) 3 Sep 1978 (35),Burgos CF (1),1-1,?,Real Sociedad (1)
?,(Sun) 3 Sep 1978 (35),RC Celta Vigo (1),0-1,?,RCD Español (1)
?,(Sun) 3 Sep 1978 (35),Hércules CF (1),1-0,?,UD Salamanca (1)
?,(Sun) 3 Sep 1978 (35),Recreativo Huelva (1),3-0,?,Real Zaragoza (1)
?,(Sun) 3 Sep 1978 (35),Real Madrid CF (1),2-1,?,Valencia CF (1)
?,(Sat) 9 Sep 1978 (36),Atlético Madrid (2),3-0,?,Hércules CF (2)
?,(Sat) 9 Sep 1978 (36),RCD Español (2),1-0,?,Real Sporting (2)
?,(Sat) 9 Sep 1978 (36),Real Sociedad (2),2-3,?,Recreativo Huelva (2)
?,(Sat) 9 Sep 1978 (36),Sevilla FC (2),0-0,?,Athletic Club Bilbao (2)
?,(Sat) 9 Sep 1978 (36),Valencia CF (2),2-1,?,FC Barcelona (2)
?,(Sun) 10 Sep 1978 (36),R. Racing C. (2),2-4,?,UD Las Palmas (2)
?,(Sun) 10 Sep 1978 (36),Rayo Vallecano (2),2-2,?,Burgos CF (2)
?,(Sun) 10 Sep 1978 (36),UD Salamanca (2),1-1,?,Real Madrid CF (2)
?,(Sun) 10 Sep 1978 (36),Real Zaragoza (2),2-1,?,RC Celta Vigo (2)
?,(Sat) 16 Sep 1978 (37),Recreativo Huelva (3),0-0,?,Rayo Vallecano (3)
?,(Sun) 17 Sep 1978 (37),Athletic Club Bilbao (3),4-1,?,R. Racing C. (3)
?,(Sun) 17 Sep 1978 (37),Atlético Madrid (3),1-0,?,RCD Español (3)
?,(Sun) 17 Sep 1978 (37),FC Barcelona (3),3-0,?,UD Salamanca (3)
?,(Sun) 17 Sep 1978 (37),Burgos CF (3),2-2,?,Sevilla FC (3)
?,(Sun) 17 Sep 1978 (37),RC Celta Vigo (3),1-0,?,Real Sociedad (3)
?,(Sun) 17 Sep 1978 (37),Real Sporting (3),1-0,?,Real Zaragoza (3)
?,(Sun) 17 Sep 1978 (37),Hércules CF (3),1-2,?,Real Madrid CF (3)
?,(Sun) 17 Sep 1978 (37),UD Las Palmas (3),2-0,?,Valencia CF (3)
?,(Sat) 23 Sep 1978 (38),RCD Español (4),2-1,?,Hércules CF (4)
?,(Sat) 23 Sep 1978 (38),Real Madrid CF (4),3-1,?,FC Barcelona (4)
?,(Sat) 23 Sep 1978 (38),Valencia CF (4),0-0,?,Athletic Club Bilbao (4)
?,(Sun) 24 Sep 1978 (38),R. Racing C. (4),2-2,?,Burgos CF (4)
?,(Sun) 24 Sep 1978 (38),Real Sociedad (4),2-0,?,Real Sporting (4)
?,(Sun) 24 Sep 1978 (38),Rayo Vallecano (4),2-0,?,RC Celta Vigo (4)
?,(Sun) 24 Sep 1978 (38),UD Salamanca (4),1-0,?,UD Las Palmas (4)
?,(Sun) 24 Sep 1978 (38),Sevilla FC (4),6-1,?,Recreativo Huelva (4)
?,(Sun) 24 Sep 1978 (38),Real Zaragoza (4),4-3,?,Atlético Madrid (4)
?,(Sat) 7 Oct 1978 (40),RCD Español (5),1-0,?,Real Zaragoza (5)
?,(Sun) 8 Oct 1978 (40),Athletic Club Bilbao (5),3-0,?,UD Salamanca (5)
?,(Sun) 8 Oct 1978 (40),Atlético Madrid (5),2-2,?,Real Sociedad (5)
?,(Sun) 8 Oct 1978 (40),Burgos CF (5),1-1,?,Valencia CF (5)
?,(Sun) 8 Oct 1978 (40),RC Celta Vigo (5),1-1,?,Sevilla FC (5)
?,(Sun) 8 Oct 1978 (40),Real Sporting (5),3-0,?,Rayo Vallecano (5)
?,(Sun) 8 Oct 1978 (40),Hércules CF (5),0-2,?,FC Barcelona (5)
?,(Sun) 8 Oct 1978 (40),Recreativo Huelva (5),2-1,?,R. Racing C. (5)
?,(Sun) 8 Oct 1978 (40),UD Las Palmas (5),2-2,?,Real Madrid CF (5)
?,(Sat) 14 Oct 1978 (41),FC Barcelona (6),4-0,?,UD Las Palmas (6)
?,(Sat) 14 Oct 1978 (41),Real Madrid CF (6),2-1,?,Athletic Club Bilbao (6)
?,(Sat) 14 Oct 1978 (41),Valencia CF (6),1-0,?,Recreativo Huelva (6)
?,(Sun) 15 Oct 1978 (41),R. Racing C. (6),2-0,?,RC Celta Vigo (6)
?,(Sun) 15 Oct 1978 (41),Real Sociedad (6),2-1,?,RCD Español (6)
?,(Sun) 15 Oct 1978 (41),Rayo Vallecano (6),1-3,?,Atlético Madrid (6)
?,(Sun) 15 Oct 1978 (41),UD Salamanca (6),1-1,?,Burgos CF (6)
?,(Sun) 15 Oct 1978 (41),Sevilla FC (6),1-1,?,Real Sporting (6)
?,(Sun) 15 Oct 1978 (41),Real Zaragoza (6),1-2,?,Hércules CF (6)
?,(Sat) 21 Oct 1978 (42),RCD Español (7),2-1,?,Rayo Vallecano (7)
?,(Sun) 22 Oct 1978 (42),Athletic Club Bilbao (7),3-1,?,FC Barcelona (7)
?,(Sun) 22 Oct 1978 (42),Atlético Madrid (7),2-2,?,Sevilla FC (7)
?,(Sun) 22 Oct 1978 (42),Burgos CF (7),2-2,?,Real Madrid CF (7)
?,(Sun) 22 Oct 1978 (42),RC Celta Vigo (7),0-0,?,Valencia CF (7)
?,(Sun) 22 Oct 1978 (42),Real Sporting (7),1-0,?,R. Racing C. (7)
?,(Sun) 22 Oct 1978 (42),Hércules CF (7),1-0,?,UD Las Palmas (7)
?,(Sun) 22 Oct 1978 (42),Recreativo Huelva (7),1-2,?,UD Salamanca (7)
?,(Sun) 22 Oct 1978 (42),Real Zaragoza (7),4-0,?,Real Sociedad (7)
?,(Sat) 28 Oct 1978 (43),FC Barcelona (8),2-0,?,Burgos CF (8)
?,(Sat) 28 Oct 1978 (43),Real Madrid CF (8),4-0,?,Recreativo Huelva (8)
?,(Sat) 28 Oct 1978 (43),Valencia CF (8),4-0,?,Real Sporting (8)
?,(Sun) 29 Oct 1978 (43),UD Las Palmas (8),1-1,?,Athletic Club Bilbao (8)
?,(Sun) 29 Oct 1978 (43),Real Sociedad (8),2-1,?,Hércules CF (8)
?,(Sun) 29 Oct 1978 (43),Rayo Vallecano (8),1-0,?,Real Zaragoza (8)
?,(Sun) 29 Oct 1978 (43),UD Salamanca (8),1-0,?,RC Celta Vigo (8)
?,(Sun) 29 Oct 1978 (43),Sevilla FC (8),4-3,?,RCD Español (8)
?,(Tue) 31 Oct 1978 (44),R. Racing C. (8),1-1,?,Atlético Madrid (8)
?,(Sun) 5 Nov 1978 (44),Atlético Madrid (9),2-1,?,Valencia CF (9)
?,(Sun) 5 Nov 1978 (44),Burgos CF (9),1-1,?,UD Las Palmas (9)
?,(Sun) 5 Nov 1978 (44),RC Celta Vigo (9),2-2,?,Real Madrid CF (9)
?,(Sun) 5 Nov 1978 (44),RCD Español (9),2-3,?,R. Racing C. (9)
?,(Sun) 5 Nov 1978 (44),Real Sporting (9),1-0,?,UD Salamanca (9)
?,(Sun) 5 Nov 1978 (44),Hércules CF (9),0-1,?,Athletic Club Bilbao (9)
