Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 23 Aug 2014 (33),UD Las Palmas (1),2-0,1-0,UE Llagostera (1)
?,(Sat) 23 Aug 2014 (33),CD Numancia (1),1-2,0-0,Sporting Gijón (1)
?,(Sat) 23 Aug 2014 (33),CA Osasuna (1),2-0,1-0,FC Barcelona B (1)
?,(Sat) 23 Aug 2014 (33),Recreativo Huelva (1),0-0,0-0,Real Zaragoza (1)
?,(Sat) 23 Aug 2014 (33),Real Valladolid CF (1),2-1,1-0,RCD Mallorca (1)
?,(Sun) 24 Aug 2014 (33),Albacete Balompié (1),2-3,1-1,AD Alcorcón (1)
?,(Sun) 24 Aug 2014 (33),Girona FC (1),1-0,1-0,Real Racing Santander (1)
?,(Sun) 24 Aug 2014 (33),CD Leganés (1),1-1,1-0,Deportivo Alavés (1)
?,(Sun) 24 Aug 2014 (33),CD Mirandés (1),0-0,0-0,CD Lugo (1)
?,(Sun) 24 Aug 2014 (33),SD Ponferradina (1),1-0,1-0,CD Tenerife (1)
?,(Sun) 24 Aug 2014 (33),CE Sabadell (1),2-3,0-2,Real Betis (1)
?,(Sat) 30 Aug 2014 (34),AD Alcorcón (2),1-2,0-0,Girona FC (2)
?,(Sat) 30 Aug 2014 (34),FC Barcelona B (2),3-1,1-1,CE Sabadell (2)
?,(Sat) 30 Aug 2014 (34),CD Lugo (2),1-0,0-0,Real Valladolid CF (2)
?,(Sat) 30 Aug 2014 (34),Real Racing Santander (2),1-2,0-1,CD Mirandés (2)
?,(Sat) 30 Aug 2014 (34),CD Tenerife (2),1-1,0-1,Albacete Balompié (2)
?,(Sat) 30 Aug 2014 (34),Real Zaragoza (2),1-1,1-0,CA Osasuna (2)
?,(Sun) 31 Aug 2014 (34),Deportivo Alavés (2),0-0,0-0,Recreativo Huelva (2)
?,(Sun) 31 Aug 2014 (34),Real Betis (2),2-1,1-1,CD Numancia (2)
?,(Sun) 31 Aug 2014 (34),UE Llagostera (2),2-0,1-0,CD Leganés (2)
?,(Sun) 31 Aug 2014 (34),RCD Mallorca (2),1-1,1-1,UD Las Palmas (2)
?,(Sun) 31 Aug 2014 (34),Sporting Gijón (2),2-1,0-0,SD Ponferradina (2)
?,(Sat) 6 Sep 2014 (35),Albacete Balompié (3),1-1,1-0,Sporting Gijón (3)
?,(Sat) 6 Sep 2014 (35),Girona FC (3),2-0,1-0,CD Tenerife (3)
?,(Sat) 6 Sep 2014 (35),CA Osasuna (3),1-3,0-1,Deportivo Alavés (3)
?,(Sat) 6 Sep 2014 (35),Recreativo Huelva (3),2-0,1-0,UE Llagostera (3)
?,(Sat) 6 Sep 2014 (35),CE Sabadell (3),0-3,0-2,CD Numancia (3)
?,(Sun) 7 Sep 2014 (35),FC Barcelona B (3),4-1,1-1,Real Zaragoza (3)
?,(Sun) 7 Sep 2014 (35),UD Las Palmas (3),3-0,0-0,CD Lugo (3)
?,(Sun) 7 Sep 2014 (35),CD Leganés (3),3-1,0-1,RCD Mallorca (3)
?,(Sun) 7 Sep 2014 (35),CD Mirandés (3),1-2,0-2,AD Alcorcón (3)
?,(Sun) 7 Sep 2014 (35),SD Ponferradina (3),4-1,0-1,Real Betis (3)
?,(Sun) 7 Sep 2014 (35),Real Valladolid CF (3),3-1,1-0,Real Racing Santander (3)
?,(Sat) 13 Sep 2014 (36),Deportivo Alavés (4),2-3,0-3,FC Barcelona B (4)
?,(Sat) 13 Sep 2014 (36),UE Llagostera (4),0-0,0-0,CA Osasuna (4)
?,(Sat) 13 Sep 2014 (36),RCD Mallorca (4),1-2,0-1,Recreativo Huelva (4)
?,(Sat) 13 Sep 2014 (36),CD Numancia (4),1-3,1-1,SD Ponferradina (4)
?,(Sat) 13 Sep 2014 (36),Real Racing Santander (4),1-2,1-0,UD Las Palmas (4)
?,(Sun) 14 Sep 2014 (36),AD Alcorcón (4),0-1,0-1,Real Valladolid CF (4)
?,(Sun) 14 Sep 2014 (36),Real Betis (4),0-1,0-0,Albacete Balompié (4)
?,(Sun) 14 Sep 2014 (36),CD Lugo (4),0-0,0-0,CD Leganés (4)
?,(Sun) 14 Sep 2014 (36),Sporting Gijón (4),1-1,1-0,Girona FC (4)
?,(Sun) 14 Sep 2014 (36),CD Tenerife (4),1-0,1-0,CD Mirandés (4)
?,(Sun) 14 Sep 2014 (36),Real Zaragoza (4),1-1,1-0,CE Sabadell (4)
?,(Sat) 20 Sep 2014 (37),FC Barcelona B (5),0-1,0-1,UE Llagostera (5)
?,(Sat) 20 Sep 2014 (37),UD Las Palmas (5),4-1,1-0,AD Alcorcón (5)
