Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 7 Dec 1930 (48),Arenas Club (1),1-2,?,Real Unión Club (1)
?,(Sun) 7 Dec 1930 (48),FC Barcelona (1),6-3,?,Athletic Club Bilbao (1)
?,(Sun) 7 Dec 1930 (48),R. Racing C. (1),2-1,?,CE Europa (1)
?,(Sun) 7 Dec 1930 (48),Real Sociedad (1),2-2,?,Deportivo Alavés (1)
?,(Sun) 7 Dec 1930 (48),Real Madrid CF (1),2-0,?,RCD Español (1)
?,(Sun) 14 Dec 1930 (49),Athletic Club Bilbao (2),6-1,?,Real Sociedad (2)
?,(Sun) 14 Dec 1930 (49),Deportivo Alavés (2),3-2,?,Arenas Club (2)
?,(Sun) 14 Dec 1930 (49),RCD Español (2),4-1,?,R. Racing C. (2)
?,(Sun) 14 Dec 1930 (49),CE Europa (2),2-2,?,FC Barcelona (2)
?,(Sun) 14 Dec 1930 (49),Real Unión Club (2),1-1,?,Real Madrid CF (2)
?,(Sun) 21 Dec 1930 (50),Arenas Club (3),4-1,?,Real Madrid CF (3)
?,(Sun) 21 Dec 1930 (50),Deportivo Alavés (3),4-1,?,RCD Español (3)
?,(Sun) 21 Dec 1930 (50),CE Europa (3),2-1,?,Real Unión Club (3)
?,(Sun) 21 Dec 1930 (50),R. Racing C. (3),4-1,?,Athletic Club Bilbao (3)
?,(Sun) 21 Dec 1930 (50),Real Sociedad (3),4-1,?,FC Barcelona (3)
?,(Thu) 25 Dec 1930 (51),Real Madrid CF (4),3-1,?,CE Europa (4)
?,(Thu) 25 Dec 1930 (51),Athletic Club Bilbao (4),7-1,?,Deportivo Alavés (4)
?,(Thu) 25 Dec 1930 (51),FC Barcelona (4),1-1,?,R. Racing C. (4)
?,(Thu) 25 Dec 1930 (51),RCD Español (4),5-0,?,Arenas Club (4)
?,(Thu) 25 Dec 1930 (51),Real Unión Club (4),2-4,?,Real Sociedad (4)
?,(Sun) 4 Jan 1931 (0),Arenas Club (5),5-0,?,FC Barcelona (5)
?,(Sun) 4 Jan 1931 (0),CE Europa (5),2-1,?,Athletic Club Bilbao (5)
?,(Sun) 4 Jan 1931 (0),R. Racing C. (5),2-5,?,Real Sociedad (5)
?,(Sun) 4 Jan 1931 (0),Real Unión Club (5),6-1,?,RCD Español (5)
?,(Sun) 4 Jan 1931 (0),Real Madrid CF (5),1-0,?,Deportivo Alavés (5)
?,(Sun) 11 Jan 1931 (1),Athletic Club Bilbao (6),5-2,?,Arenas Club (6)
?,(Sun) 11 Jan 1931 (1),FC Barcelona (6),6-2,?,RCD Español (6)
?,(Sun) 11 Jan 1931 (1),Deportivo Alavés (6),3-1,?,Real Unión Club (6)
?,(Sun) 11 Jan 1931 (1),R. Racing C. (6),3-0,?,Real Madrid CF (6)
?,(Sun) 11 Jan 1931 (1),Real Sociedad (6),3-1,?,CE Europa (6)
?,(Sun) 18 Jan 1931 (2),Arenas Club (7),1-3,?,Real Sociedad (7)
?,(Sun) 18 Jan 1931 (2),Deportivo Alavés (7),2-5,?,R. Racing C. (7)
?,(Sun) 18 Jan 1931 (2),RCD Español (7),4-0,?,CE Europa (7)
?,(Sun) 18 Jan 1931 (2),Real Unión Club (7),1-1,?,FC Barcelona (7)
?,(Sun) 18 Jan 1931 (2),Real Madrid CF (7),0-6,?,Athletic Club Bilbao (7)
?,(Sun) 25 Jan 1931 (3),Athletic Club Bilbao (8),5-1,?,RCD Español (8)
