Date,Team 1,Team 2,FT,HT
2014-08-23,Almeria,Espanol,1-1,0-0
2014-08-23,Granada,La Coruna,2-1,0-1
2014-08-23,Malaga,Ath Bilbao,1-0,1-0
2014-08-23,Sevilla,Valencia,1-1,1-0
2014-08-24,Barcelona,Elche,3-0,1-0
2014-08-24,Celta,Getafe,3-1,1-0
2014-08-24,Eibar,Sociedad,1-0,1-0
2014-08-24,Levante,Villarreal,0-2,0-0
2014-08-25,Real Madrid,Cordoba,2-0,1-0
2014-08-25,Vallecano,Ath Madrid,0-0,0-0
2014-08-29,Getafe,Almeria,1-0,1-0
2014-08-29,Valencia,Malaga,3-0,2-0
2014-08-30,Ath Bilbao,Levante,3-0,1-0
2014-08-30,Ath Madrid,Eibar,2-1,2-1
2014-08-30,Cordoba,Celta,1-1,0-0
2014-08-30,Espanol,Sevilla,1-2,0-1
2014-08-31,Elche,Granada,1-1,0-0
2014-08-31,La Coruna,Vallecano,2-2,1-1
2014-08-31,Sociedad,Real Madrid,4-2,2-2
2014-08-31,Villarreal,Barcelona,0-1,0-0
2014-09-12,Almeria,Cordoba,1-1,1-1
2014-09-13,Barcelona,Ath Bilbao,2-0,0-0
2014-09-13,Celta,Sociedad,2-2,1-0
2014-09-13,Malaga,Levante,0-0,0-0
2014-09-13,Real Madrid,Ath Madrid,1-2,1-1
2014-09-14,Granada,Villarreal,0-0,0-0
2014-09-14,Sevilla,Getafe,2-0,1-0
2014-09-14,Valencia,Espanol,3-1,1-0
2014-09-14,Vallecano,Elche,2-3,1-1
2014-09-15,Eibar,La Coruna,0-1,0-1
2014-09-19,Elche,Eibar,0-2,0-2
2014-09-20,Ath Bilbao,Granada,0-1,0-1
2014-09-20,Ath Madrid,Celta,2-2,2-1
2014-09-20,Espanol,Malaga,2-2,1-0
2014-09-20,La Coruna,Real Madrid,2-8,0-3
2014-09-21,Cordoba,Sevilla,1-3,0-1
2014-09-21,Levante,Barcelona,0-5,0-2
2014-09-21,Sociedad,Almeria,1-2,0-1
2014-09-21,Villarreal,Vallecano,4-2,1-2
2014-09-22,Getafe,Valencia,0-3,0-2
2014-09-23,Celta,La Coruna,2-1,1-0
2014-09-23,Real Madrid,Elche,5-1,3-1
2014-09-24,Almeria,Ath Madrid,0-1,0-0
2014-09-24,Eibar,Villarreal,1-1,1-0
2014-09-24,Granada,Levante,0-1,0-0
2014-09-24,Malaga,Barcelona,0-0,0-0
2014-09-24,Sevilla,Sociedad,1-0,1-0
2014-09-24,Vallecano,Ath Bilbao,2-1,1-1
2014-09-25,Espanol,Getafe,2-0,0-0
2014-09-25,Valencia,Cordoba,3-0,2-0
2014-09-26,Elche,Celta,0-1,0-0
2014-09-27,Ath Bilbao,Eibar,0-0,0-0
2014-09-27,Ath Madrid,Sevilla,4-0,2-0
2014-09-27,Barcelona,Granada,6-0,3-0
2014-09-27,Levante,Vallecano,0-2,0-2
2014-09-27,Villarreal,Real Madrid,0-2,0-2
2014-09-28,Cordoba,Espanol,0-0,0-0
2014-09-28,Getafe,Malaga,1-0,1-0
2014-09-28,La Coruna,Almeria,0-1,0-0
2014-09-28,Sociedad,Valencia,1-1,1-1
2014-10-04,Almeria,Elche,2-2,1-1
2014-10-05,Celta,Villarreal,1-3,1-2
2014-10-04,Eibar,Levante,3-3,0-2
2014-10-05,Espanol,Sociedad,2-0,1-0
2014-10-03,Getafe,Cordoba,1-1,0-0
2014-10-04,Malaga,Granada,2-1,0-1
2014-10-05,Real Madrid,Ath Bilbao,5-0,2-0
2014-10-05,Sevilla,La Coruna,4-1,2-1
2014-10-04,Valencia,Ath Madrid,3-1,3-1
2014-10-04,Vallecano,Barcelona,0-2,0-2
2014-10-17,Granada,Vallecano,0-1,0-0
2014-10-18,Ath Bilbao,Celta,1-1,1-0
2014-10-18,Barcelona,Eibar,3-0,0-0
2014-10-18,Cordoba,Malaga,1-2,0-2
2014-10-18,Levante,Real Madrid,0-5,0-2
2014-10-19,Ath Madrid,Espanol,2-0,1-0
2014-10-19,Elche,Sevilla,0-2,0-0
2014-10-19,La Coruna,Valencia,3-0,2-0
2014-10-19,Villarreal,Almeria,2-0,1-0
2014-10-20,Sociedad,Getafe,1-2,0-0
2014-10-24,Celta,Levante,3-0,1-0
