Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 26 Sep 1943 (38),Atlético Madrid (1),7-0,?,RC Celta Vigo (1)
?,(Sun) 26 Sep 1943 (38),FC Barcelona (1),3-3,?,Athletic Club Bilbao (1)
?,(Sun) 26 Sep 1943 (38),CD Castellón (1),2-1,?,RCD Español (1)
?,(Sun) 26 Sep 1943 (38),RCD La Coruña (1),2-2,?,Real Madrid CF (1)
?,(Sun) 26 Sep 1943 (38),Granada CF (1),5-2,?,Real Oviedo (1)
?,(Sun) 26 Sep 1943 (38),Real Sociedad (1),2-4,?,Valencia CF (1)
?,(Sun) 26 Sep 1943 (38),Sevilla FC (1),5-2,?,CE Sabadell (1)
?,(Sun) 3 Oct 1943 (39),Athletic Club Bilbao (2),3-1,?,RCD La Coruña (2)
?,(Sun) 3 Oct 1943 (39),RC Celta Vigo (2),2-2,?,CD Castellón (2)
?,(Sun) 3 Oct 1943 (39),RCD Español (2),2-2,?,Real Sociedad (2)
?,(Sun) 3 Oct 1943 (39),Real Madrid CF (2),3-5,?,Sevilla FC (2)
?,(Sun) 3 Oct 1943 (39),Real Oviedo (2),4-1,?,Atlético Madrid (2)
?,(Sun) 3 Oct 1943 (39),CE Sabadell (2),2-0,?,Granada CF (2)
?,(Sun) 3 Oct 1943 (39),Valencia CF (2),3-4,?,FC Barcelona (2)
?,(Sun) 10 Oct 1943 (40),Atlético Madrid (3),4-3,?,CE Sabadell (3)
?,(Sun) 10 Oct 1943 (40),RCD La Coruña (3),0-2,?,Valencia CF (3)
?,(Sun) 10 Oct 1943 (40),RCD Español (3),1-1,?,RC Celta Vigo (3)
?,(Sun) 10 Oct 1943 (40),Granada CF (3),2-2,?,Real Madrid CF (3)
?,(Sun) 10 Oct 1943 (40),Real Sociedad (3),1-1,?,FC Barcelona (3)
?,(Sun) 10 Oct 1943 (40),Sevilla FC (3),3-0,?,Athletic Club Bilbao (3)
?,(Sun) 10 Oct 1943 (40),CD Castellón (3),2-0,?,Real Oviedo (3)
?,(Sun) 17 Oct 1943 (41),Athletic Club Bilbao (4),2-2,?,Granada CF (4)
?,(Sun) 17 Oct 1943 (41),FC Barcelona (4),3-3,?,RCD La Coruña (4)
?,(Sun) 17 Oct 1943 (41),RC Celta Vigo (4),0-2,?,Real Sociedad (4)
?,(Sun) 17 Oct 1943 (41),Real Madrid CF (4),3-2,?,Atlético Madrid (4)
?,(Sun) 17 Oct 1943 (41),Real Oviedo (4),6-1,?,RCD Español (4)
?,(Sun) 17 Oct 1943 (41),CE Sabadell (4),1-0,?,CD Castellón (4)
?,(Sun) 17 Oct 1943 (41),Valencia CF (4),8-0,?,Sevilla FC (4)
?,(Sun) 24 Oct 1943 (42),Atlético Madrid (5),2-1,?,Athletic Club Bilbao (5)
?,(Sun) 24 Oct 1943 (42),CD Castellón (5),2-1,?,Real Madrid CF (5)
?,(Sun) 24 Oct 1943 (42),RC Celta Vigo (5),0-5,?,Real Oviedo (5)
?,(Sun) 24 Oct 1943 (42),RCD Español (5),5-1,?,CE Sabadell (5)
?,(Sun) 24 Oct 1943 (42),Granada CF (5),1-3,?,Valencia CF (5)
?,(Sun) 24 Oct 1943 (42),Real Sociedad (5),2-3,?,RCD La Coruña (5)
?,(Sun) 24 Oct 1943 (42),Sevilla FC (5),2-2,?,FC Barcelona (5)
?,(Sun) 7 Nov 1943 (44),Athletic Club Bilbao (6),2-3,?,CD Castellón (6)
?,(Sun) 7 Nov 1943 (44),FC Barcelona (6),7-2,?,Granada CF (6)
?,(Sun) 7 Nov 1943 (44),RCD La Coruña (6),0-3,?,Sevilla FC (6)
?,(Sun) 7 Nov 1943 (44),Real Madrid CF (6),3-1,?,RCD Español (6)
?,(Sun) 7 Nov 1943 (44),Real Oviedo (6),3-3,?,Real Sociedad (6)
?,(Sun) 7 Nov 1943 (44),CE Sabadell (6),4-0,?,RC Celta Vigo (6)
?,(Sun) 7 Nov 1943 (44),Valencia CF (6),2-2,?,Atlético Madrid (6)
?,(Sun) 14 Nov 1943 (45),Atlético Madrid (7),2-1,?,FC Barcelona (7)
?,(Sun) 14 Nov 1943 (45),CD Castellón (7),1-1,?,Valencia CF (7)
?,(Sun) 14 Nov 1943 (45),RC Celta Vigo (7),1-0,?,Real Madrid CF (7)
?,(Sun) 14 Nov 1943 (45),RCD Español (7),4-0,?,Athletic Club Bilbao (7)
?,(Sun) 14 Nov 1943 (45),Granada CF (7),2-2,?,RCD La Coruña (7)
?,(Sun) 14 Nov 1943 (45),Real Sociedad (7),0-0,?,Sevilla FC (7)
?,(Sun) 14 Nov 1943 (45),Real Oviedo (7),9-2,?,CE Sabadell (7)
?,(Sun) 21 Nov 1943 (46),Athletic Club Bilbao (8),5-1,?,RC Celta Vigo (8)
?,(Sun) 21 Nov 1943 (46),FC Barcelona (8),1-0,?,CD Castellón (8)
?,(Sun) 21 Nov 1943 (46),RCD La Coruña (8),2-4,?,Atlético Madrid (8)
?,(Sun) 21 Nov 1943 (46),CE Sabadell (8),2-0,?,Real Sociedad (8)
?,(Sun) 21 Nov 1943 (46),Sevilla FC (8),4-1,?,Granada CF (8)
?,(Sun) 21 Nov 1943 (46),Valencia CF (8),4-0,?,RCD Español (8)
?,(Sun) 21 Nov 1943 (46),Real Madrid CF (8),2-1,?,Real Oviedo (8)
?,(Sun) 28 Nov 1943 (47),Atlético Madrid (9),2-2,?,Sevilla FC (9)
?,(Sun) 28 Nov 1943 (47),CD Castellón (9),2-1,?,RCD La Coruña (9)
?,(Sun) 28 Nov 1943 (47),RC Celta Vigo (9),1-2,?,Valencia CF (9)
?,(Sun) 28 Nov 1943 (47),RCD Español (9),1-3,?,FC Barcelona (9)
?,(Sun) 28 Nov 1943 (47),Real Sociedad (9),3-0,?,Granada CF (9)
?,(Sun) 28 Nov 1943 (47),Real Oviedo (9),1-2,?,Athletic Club Bilbao (9)
?,(Sun) 28 Nov 1943 (47),CE Sabadell (9),1-3,?,Real Madrid CF (9)
?,(Sun) 5 Dec 1943 (48),Athletic Club Bilbao (10),4-3,?,CE Sabadell (10)
?,(Sun) 5 Dec 1943 (48),FC Barcelona (10),3-0,?,RC Celta Vigo (10)
?,(Sun) 5 Dec 1943 (48),RCD La Coruña (10),3-1,?,RCD Español (10)
?,(Sun) 5 Dec 1943 (48),Granada CF (10),2-3,?,Atlético Madrid (10)
