Date,Team 1,Team 2,FT,HT
2013-08-17,Sociedad,Getafe,2-0,1-0
2013-08-17,Valencia,Malaga,1-0,0-0
2013-08-17,Valladolid,Ath Bilbao,1-2,1-1
2013-08-18,Barcelona,Levante,7-0,6-0
2013-08-18,Osasuna,Granada,1-2,0-2
2013-08-18,Real Madrid,Betis,2-1,1-1
2013-08-18,Sevilla,Ath Madrid,1-3,1-1
2013-08-19,Almeria,Villarreal,2-3,1-0
2013-08-19,Celta,Espanol,2-2,1-0
2013-08-19,Vallecano,Elche,3-0,2-0
2013-08-23,Ath Bilbao,Osasuna,2-0,1-0
2013-08-23,Getafe,Almeria,2-2,1-2
2013-08-24,Elche,Sociedad,1-1,1-0
2013-08-24,Espanol,Valencia,3-1,1-1
2013-08-24,Villarreal,Valladolid,2-1,1-1
2013-08-25,Ath Madrid,Vallecano,5-0,3-0
2013-08-25,Betis,Celta,1-2,0-0
2013-08-25,Levante,Sevilla,0-0,0-0
2013-08-25,Malaga,Barcelona,0-1,0-1
2013-08-26,Granada,Real Madrid,0-1,0-1
2013-08-30,Almeria,Elche,2-2,2-1
2013-08-30,Vallecano,Levante,1-2,0-1
2013-08-31,Celta,Granada,1-1,1-0
2013-08-31,Osasuna,Villarreal,0-3,0-2
2013-08-31,Valladolid,Getafe,1-0,0-0
2013-09-01,Espanol,Betis,0-0,0-0
2013-09-01,Real Madrid,Ath Bilbao,3-1,2-0
2013-09-01,Sevilla,Malaga,2-2,1-1
2013-09-01,Sociedad,Ath Madrid,1-2,0-1
2013-09-01,Valencia,Barcelona,2-3,2-3
2013-09-14,Ath Madrid,Almeria,4-2,2-1
2013-09-14,Barcelona,Sevilla,3-2,1-0
2013-09-14,Levante,Sociedad,0-0,0-0
2013-09-14,Villarreal,Real Madrid,2-2,1-1
2013-09-15,Betis,Valencia,3-1,3-0
2013-09-15,Getafe,Osasuna,2-1,1-1
2013-09-15,Granada,Espanol,0-1,0-0
2013-09-15,Malaga,Vallecano,5-0,2-0
2013-09-16,Ath Bilbao,Celta,3-2,1-1
2013-09-16,Elche,Valladolid,0-0,0-0
2013-09-20,Osasuna,Elche,2-1,1-0
2013-09-21,Almeria,Levante,2-2,1-0
2013-09-21,Sociedad,Malaga,0-0,0-0
2013-09-21,Valladolid,Ath Madrid,0-2,0-0
2013-09-21,Vallecano,Barcelona,0-4,0-1
2013-09-22,Betis,Granada,0-0,0-0
2013-09-22,Celta,Villarreal,0-0,0-0
2013-09-22,Real Madrid,Getafe,4-1,2-1
2013-09-22,Valencia,Sevilla,3-1,1-0
2013-09-23,Espanol,Ath Bilbao,3-2,1-1
2013-09-24,Ath Madrid,Osasuna,2-1,2-1
2013-09-24,Barcelona,Sociedad,4-1,3-0
2013-09-24,Levante,Valladolid,1-1,1-1
2013-09-24,Malaga,Almeria,2-0,0-0
2013-09-25,Elche,Real Madrid,1-2,0-0
2013-09-25,Granada,Valencia,0-1,0-0
2013-09-25,Sevilla,Vallecano,4-1,1-0
2013-09-26,Ath Bilbao,Betis,2-1,0-0
2013-09-26,Getafe,Celta,2-0,1-0
2013-09-26,Villarreal,Espanol,2-1,1-0
2013-09-27,Valladolid,Malaga,2-2,0-1
2013-09-28,Almeria,Barcelona,0-2,0-1
2013-09-28,Real Madrid,Ath Madrid,0-1,0-1
