Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 22 Sep 1946 (37),Athletic Club Bilbao (1),4-1,?,RCD Español (1)
?,(Sun) 22 Sep 1946 (37),Atlético Madrid (1),2-2,?,Real Sporting (1)
?,(Sun) 22 Sep 1946 (37),FC Barcelona (1),1-1,?,RC Celta Vigo (1)
?,(Sun) 22 Sep 1946 (37),RCD La Coruña (1),0-0,?,Sevilla FC (1)
?,(Sun) 22 Sep 1946 (37),Real Murcia CF (1),2-0,?,CD Castellón (1)
?,(Sun) 22 Sep 1946 (37),Real Oviedo (1),0-0,?,Real Madrid CF (1)
?,(Sun) 22 Sep 1946 (37),Valencia CF (1),1-0,?,CE Sabadell (1)
?,(Sun) 29 Sep 1946 (38),CD Castellón (2),2-2,?,Athletic Club Bilbao (2)
?,(Sun) 29 Sep 1946 (38),RC Celta Vigo (2),1-2,?,Valencia CF (2)
?,(Sun) 29 Sep 1946 (38),RCD Español (2),3-1,?,RCD La Coruña (2)
?,(Sun) 29 Sep 1946 (38),Real Sporting (2),1-1,?,Real Oviedo (2)
?,(Sun) 29 Sep 1946 (38),Real Madrid CF (2),5-0,?,Real Murcia CF (2)
?,(Sun) 29 Sep 1946 (38),CE Sabadell (2),1-1,?,Atlético Madrid (2)
?,(Sun) 29 Sep 1946 (38),Sevilla FC (2),3-1,?,FC Barcelona (2)
?,(Sun) 6 Oct 1946 (39),Athletic Club Bilbao (3),2-0,?,Real Madrid CF (3)
?,(Sun) 6 Oct 1946 (39),Atlético Madrid (3),3-2,?,RC Celta Vigo (3)
?,(Sun) 6 Oct 1946 (39),RCD La Coruña (3),3-2,?,FC Barcelona (3)
?,(Sun) 6 Oct 1946 (39),RCD Español (3),5-0,?,CD Castellón (3)
?,(Sun) 6 Oct 1946 (39),Real Murcia CF (3),5-4,?,Real Sporting (3)
?,(Sun) 6 Oct 1946 (39),Real Oviedo (3),0-1,?,CE Sabadell (3)
?,(Sun) 6 Oct 1946 (39),Valencia CF (3),4-1,?,Sevilla FC (3)
?,(Sun) 13 Oct 1946 (40),FC Barcelona (4),2-1,?,Valencia CF (4)
?,(Sun) 13 Oct 1946 (40),CD Castellón (4),1-1,?,RCD La Coruña (4)
?,(Sun) 13 Oct 1946 (40),RC Celta Vigo (4),3-3,?,Real Oviedo (4)
?,(Sun) 13 Oct 1946 (40),Real Sporting (4),1-0,?,Athletic Club Bilbao (4)
?,(Sun) 13 Oct 1946 (40),Real Madrid CF (4),2-0,?,RCD Español (4)
?,(Sun) 13 Oct 1946 (40),CE Sabadell (4),1-1,?,Real Murcia CF (4)
?,(Sun) 13 Oct 1946 (40),Sevilla FC (4),1-2,?,Atlético Madrid (4)
?,(Sun) 20 Oct 1946 (41),Athletic Club Bilbao (5),2-1,?,CE Sabadell (5)
?,(Sun) 20 Oct 1946 (41),Atlético Madrid (5),2-2,?,FC Barcelona (5)
?,(Sun) 20 Oct 1946 (41),CD Castellón (5),2-3,?,Real Madrid CF (5)
?,(Sun) 20 Oct 1946 (41),RCD La Coruña (5),0-0,?,Valencia CF (5)
?,(Sun) 20 Oct 1946 (41),RCD Español (5),2-1,?,Real Sporting (5)
?,(Sun) 20 Oct 1946 (41),Real Murcia CF (5),0-2,?,RC Celta Vigo (5)
?,(Sun) 20 Oct 1946 (41),Real Oviedo (5),4-2,?,Sevilla FC (5)
?,(Sun) 27 Oct 1946 (42),FC Barcelona (6),2-0,?,Real Oviedo (6)
?,(Sun) 27 Oct 1946 (42),RC Celta Vigo (6),3-2,?,Athletic Club Bilbao (6)
?,(Sun) 27 Oct 1946 (42),Real Sporting (6),4-0,?,CD Castellón (6)
?,(Sun) 27 Oct 1946 (42),Real Madrid CF (6),5-0,?,RCD La Coruña (6)
?,(Sun) 27 Oct 1946 (42),CE Sabadell (6),3-1,?,RCD Español (6)
?,(Sun) 27 Oct 1946 (42),Sevilla FC (6),1-1,?,Real Murcia CF (6)
?,(Sun) 27 Oct 1946 (42),Valencia CF (6),0-2,?,Atlético Madrid (6)
?,(Sun) 3 Nov 1946 (43),Athletic Club Bilbao (7),5-0,?,Sevilla FC (7)
?,(Sun) 3 Nov 1946 (43),CD Castellón (7),4-0,?,CE Sabadell (7)
?,(Sun) 3 Nov 1946 (43),RCD La Coruña (7),1-0,?,Atlético Madrid (7)
?,(Sun) 3 Nov 1946 (43),RCD Español (7),2-0,?,RC Celta Vigo (7)
?,(Sun) 3 Nov 1946 (43),Real Murcia CF (7),0-1,?,FC Barcelona (7)
?,(Sun) 3 Nov 1946 (43),Real Madrid CF (7),4-0,?,Real Sporting (7)
?,(Sun) 3 Nov 1946 (43),Real Oviedo (7),4-1,?,Valencia CF (7)
?,(Sun) 10 Nov 1946 (44),Atlético Madrid (8),5-2,?,Real Oviedo (8)
?,(Sun) 10 Nov 1946 (44),FC Barcelona (8),2-1,?,Athletic Club Bilbao (8)
?,(Sun) 10 Nov 1946 (44),RC Celta Vigo (8),0-0,?,CD Castellón (8)
?,(Sun) 10 Nov 1946 (44),Real Sporting (8),2-0,?,RCD La Coruña (8)
?,(Sun) 10 Nov 1946 (44),CE Sabadell (8),3-3,?,Real Madrid CF (8)
?,(Sun) 10 Nov 1946 (44),Sevilla FC (8),3-1,?,RCD Español (8)
?,(Sun) 10 Nov 1946 (44),Valencia CF (8),1-2,?,Real Murcia CF (8)
?,(Sun) 17 Nov 1946 (45),Athletic Club Bilbao (9),0-1,?,Valencia CF (9)
?,(Sun) 17 Nov 1946 (45),CD Castellón (9),1-4,?,Sevilla FC (9)
?,(Sun) 17 Nov 1946 (45),RCD La Coruña (9),2-2,?,Real Oviedo (9)
?,(Sun) 17 Nov 1946 (45),RCD Español (9),0-1,?,FC Barcelona (9)
?,(Sun) 17 Nov 1946 (45),Real Sporting (9),3-1,?,CE Sabadell (9)
?,(Sun) 17 Nov 1946 (45),Real Murcia CF (9),1-2,?,Atlético Madrid (9)
?,(Sun) 17 Nov 1946 (45),Real Madrid CF (9),3-3,?,RC Celta Vigo (9)
?,(Sun) 24 Nov 1946 (46),Atlético Madrid (10),4-0,?,Athletic Club Bilbao (10)
?,(Sun) 24 Nov 1946 (46),FC Barcelona (10),3-3,?,CD Castellón (10)
?,(Sun) 24 Nov 1946 (46),RC Celta Vigo (10),6-2,?,Real Sporting (10)
?,(Sun) 24 Nov 1946 (46),Real Oviedo (10),3-0,?,Real Murcia CF (10)
?,(Sun) 24 Nov 1946 (46),CE Sabadell (10),3-0,?,RCD La Coruña (10)
?,(Sun) 24 Nov 1946 (46),Sevilla FC (10),5-0,?,Real Madrid CF (10)
?,(Sun) 24 Nov 1946 (46),Valencia CF (10),3-2,?,RCD Español (10)
?,(Sun) 1 Dec 1946 (47),Athletic Club Bilbao (11),4-1,?,Real Oviedo (11)
?,(Sun) 1 Dec 1946 (47),CD Castellón (11),2-4,?,Valencia CF (11)
?,(Sun) 1 Dec 1946 (47),RCD La Coruña (11),3-1,?,Real Murcia CF (11)
?,(Sun) 1 Dec 1946 (47),RCD Español (11),4-1,?,Atlético Madrid (11)
?,(Sun) 1 Dec 1946 (47),Real Sporting (11),1-4,?,Sevilla FC (11)
?,(Sun) 1 Dec 1946 (47),Real Madrid CF (11),2-1,?,FC Barcelona (11)
?,(Sun) 1 Dec 1946 (47),CE Sabadell (11),2-0,?,RC Celta Vigo (11)
?,(Sun) 8 Dec 1946 (48),Atlético Madrid (12),3-2,?,CD Castellón (12)
?,(Sun) 8 Dec 1946 (48),FC Barcelona (12),4-1,?,Real Sporting (12)
?,(Sun) 8 Dec 1946 (48),RCD La Coruña (12),1-4,?,RC Celta Vigo (12)
?,(Sun) 8 Dec 1946 (48),Real Murcia CF (12),2-4,?,Athletic Club Bilbao (12)
?,(Sun) 8 Dec 1946 (48),Real Oviedo (12),4-0,?,RCD Español (12)
?,(Sun) 8 Dec 1946 (48),Sevilla FC (12),4-0,?,CE Sabadell (12)
?,(Sun) 8 Dec 1946 (48),Valencia CF (12),4-1,?,Real Madrid CF (12)
?,(Sun) 15 Dec 1946 (49),Athletic Club Bilbao (13),6-0,?,RCD La Coruña (13)
?,(Sun) 15 Dec 1946 (49),CD Castellón (13),3-3,?,Real Oviedo (13)
?,(Sun) 15 Dec 1946 (49),RC Celta Vigo (13),3-0,?,Sevilla FC (13)
?,(Sun) 15 Dec 1946 (49),RCD Español (13),2-3,?,Real Murcia CF (13)
?,(Sun) 15 Dec 1946 (49),Real Sporting (13),4-1,?,Valencia CF (13)
?,(Sun) 15 Dec 1946 (49),Real Madrid CF (13),1-2,?,Atlético Madrid (13)
?,(Sun) 15 Dec 1946 (49),CE Sabadell (13),1-4,?,FC Barcelona (13)
?,(Sun) 29 Dec 1946 (51),CD Castellón (14),1-0,?,Real Murcia CF (14)
?,(Sun) 29 Dec 1946 (51),RC Celta Vigo (14),2-1,?,FC Barcelona (14)
?,(Sun) 29 Dec 1946 (51),RCD Español (14),0-3,?,Athletic Club Bilbao (14)
?,(Sun) 29 Dec 1946 (51),Real Sporting (14),1-2,?,Atlético Madrid (14)
